chr_name	ensembl_id	gene_symbol	gene_start	gene_end	gene_strand	te_name	te_start	te_end	te_strand	strand_relation
chr4	ENSPTRG00000016384	ARSJ	116594094	116672851	-	MIR3	116660285	116660356	+	Antisense
chr4	ENSPTRG00000016384	ARSJ	116594094	116672851	-	MIR	116660570	116660776	-	Sense
chr4	ENSPTRG00000016400	PDE5A	121913394	122047730	-	MLT2B2	122013986	122014454	+	Antisense
chr4	ENSPTRG00000016472	SMARCA5	146294981	146334715	+	AluJo	146324153	146324316	+	Sense
chr4	ENSPTRG00000016604	FBXO8	177456206	177504635	-	MIR	177480149	177480365	-	Sense
chr4	ENSPTRG00000016604	FBXO8	177456206	177504635	-	AluJb	177477833	177478071	-	Sense
chr4	ENSPTRG00000016649	SNX25	188546061	188707810	+	L1M5	188587005	188587661	-	Antisense
chr5	ENSPTRG00000016811	RICTOR	76063387	76199041	+	MamRep434	76155266	76155537	+	Sense
chr5	ENSPTRG00000016875	DHX29	60178112	60230088	+	MIRb	60189029	60189241	-	Antisense
chr5	ENSPTRG00000016875	DHX29	60178112	60230088	+	L1ME4a	60189260	60189452	+	Sense
chr5	ENSPTRG00000016875	DHX29	60178112	60230088	+	L1ME4a	60189469	60189619	+	Sense
chr5	ENSPTRG00000016894	GPBP1	58123559	58215248	-	AluSx1	58167855	58168159	+	Antisense
chr5	ENSPTRG00000016894	GPBP1	58123559	58215248	-	AluSx	58166580	58166596	+	Antisense
chr5	ENSPTRG00000016913	KIF2A	52945990	53003052	-	AluSx1	52947747	52948055	-	Sense
chr5	ENSPTRG00000016935	ERBIN	49204833	49357798	-	MER6B	49260137	49260324	+	Antisense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	Tigger3a	45645762	45646084	+	Antisense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	L1MC5	45646165	45646359	-	Sense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	Kanga1c	45657667	45657887	+	Antisense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	AluSq	45657887	45658188	+	Antisense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	AluJo	45662932	45663055	-	Sense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	AluSx1	45646750	45646918	-	Sense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	Kanga2_a	45636940	45637483	+	Antisense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	L1MEc	45645096	45645674	-	Sense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	L2	45662450	45662589	-	Sense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	AluJb	45658529	45658801	-	Sense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	Tigger3a	45664028	45664341	-	Sense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	Kanga1c	45658801	45658959	+	Antisense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	Kanga1c	45658188	45658529	+	Antisense
chr5	ENSPTRG00000016953	ENSPTRG00000016953	45635973	45669662	-	L1MB8	45664341	45664617	+	Antisense
chr5	ENSPTRG00000016954	NAIP	45569204	45621945	-	L1MA9	45569370	45569510	-	Sense
chr5	ENSPTRG00000016954	NAIP	45569204	45621945	-	AluJr	45577736	45578040	-	Sense
chr5	ENSPTRG00000016954	NAIP	45569204	45621945	-	AluSz6	45569542	45569840	-	Sense
chr5	ENSPTRG00000016967	MRPS27	43287584	43389556	+	MIRb	43310960	43311157	+	Sense
chr5	ENSPTRG00000016967	MRPS27	43287584	43389556	+	MIR	43310751	43310944	-	Antisense
chr5	ENSPTRG00000016967	MRPS27	43287584	43389556	+	L1PA16	43308904	43309985	-	Antisense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	L1MC2	39994860	39994980	+	Antisense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	FLAM_A	40038418	40038517	-	Sense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	L1ME4c	39994462	39994780	+	Antisense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	L1M3f	40038517	40038875	+	Antisense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	AluSz6	40026213	40026519	+	Antisense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	AluJo	40037644	40038026	-	Sense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	L1M3f	40038026	40038418	+	Antisense
chr5	ENSPTRG00000016997	POLK	39952916	40042489	-	LTR84b	39975064	39975365	+	Antisense
chr5	ENSPTRG00000017011	WDR41	38050493	38104346	+	MIR3	38071516	38071565	-	Antisense
chr5	ENSPTRG00000017011	WDR41	38050493	38104346	+	AluSz6	38072066	38072338	+	Sense
chr5	ENSPTRG00000017011	WDR41	38050493	38104346	+	L2c	38071603	38071675	+	Sense
chr5	ENSPTRG00000017011	WDR41	38050493	38104346	+	Tigger18a	38071963	38072066	-	Antisense
chr5	ENSPTRG00000017062	RASA1	28064437	28189230	-	Tigger14a	28124694	28124788	-	Sense
chr5	ENSPTRG00000017062	RASA1	28064437	28189230	-	L1ME3A	28154144	28154485	+	Antisense
chr5	ENSPTRG00000017064	TMEM161B	27172195	27254356	+	MIRc	27216288	27216503	-	Antisense
chr5	ENSPTRG00000017064	TMEM161B	27172195	27254356	+	AluJo	27216696	27216911	-	Antisense
chr5	ENSPTRG00000017064	TMEM161B	27172195	27254356	+	MIR3	27215608	27215750	+	Sense
chr5	ENSPTRG00000017064	TMEM161B	27172195	27254356	+	AluJb	27216557	27216695	-	Antisense
chr5	ENSPTRG00000017103	CHD1	99135389	99208686	-	MIRc	99161888	99161996	-	Sense
chr5	ENSPTRG00000017103	CHD1	99135389	99208686	-	AluJb	99161676	99161883	-	Sense
chr5	ENSPTRG00000017122	MAN2A1	110107309	110295367	+	Tigger18a	110240164	110240292	+	Sense
chr5	ENSPTRG00000017122	MAN2A1	110107309	110295367	+	Tigger18a	110240317	110240850	+	Sense
chr5	ENSPTRG00000017122	MAN2A1	110107309	110295367	+	MER103C	110211750	110211844	-	Antisense
chr5	ENSPTRG00000017152	TMED7	116113227	116123386	-	Tigger4b	116116531	116116824	-	Sense
chr5	ENSPTRG00000017166	DMXL1	119610232	119802630	+	L1MEh	119722815	119723111	-	Antisense
chr5	ENSPTRG00000017166	DMXL1	119610232	119802630	+	MIRb	119758142	119758304	+	Sense
chr5	ENSPTRG00000017166	DMXL1	119610232	119802630	+	L2b	119722465	119722708	-	Antisense
chr5	ENSPTRG00000017209	RAPGEF6	132091258	132303662	-	L1MEg2	132182572	132182771	+	Antisense
chr5	ENSPTRG00000017209	RAPGEF6	132091258	132303662	-	L1M6	132158426	132159209	+	Antisense
chr5	ENSPTRG00000017209	RAPGEF6	132091258	132303662	-	L1M5	132225468	132227361	-	Sense
chr5	ENSPTRG00000017209	RAPGEF6	132091258	132303662	-	L1MEg2	132182772	132182914	+	Antisense
chr5	ENSPTRG00000017209	RAPGEF6	132091258	132303662	-	AluSz6	132184221	132184403	-	Sense
chr5	ENSPTRG00000017209	RAPGEF6	132091258	132303662	-	L1ME4a	132157922	132158037	+	Antisense
chr5	ENSPTRG00000017479	RNF145	160062325	160114383	-	MER20	160087533	160087748	+	Antisense
chr5	ENSPTRG00000017575	NSD1	178203703	178370722	+	L1MB3	178310739	178311069	-	Antisense
chr5	ENSPTRG00000017575	NSD1	178203703	178370722	+	AluJb	178309738	178310044	-	Antisense
chr5	ENSPTRG00000017575	NSD1	178203703	178370722	+	L1MC5	178310044	178310376	-	Antisense
chr5	ENSPTRG00000017575	NSD1	178203703	178370722	+	L1MC5	178311069	178311116	-	Antisense
chr5	ENSPTRG00000017575	NSD1	178203703	178370722	+	L1MC5	178309202	178309738	-	Antisense
chr6	ENSPTRG00000017698	SSR1	7344854	7368334	-	AluSz	7349687	7349993	+	Antisense
chr6	ENSPTRG00000017698	SSR1	7344854	7368334	-	FLAM_A	7350825	7350921	-	Sense
chr6	ENSPTRG00000018171	UBR2	43154879	43295876	+	L1ME2	43175164	43176808	-	Antisense
chr6	ENSPTRG00000018244	CD2AP	48147394	48291216	+	L2a	48184508	48184665	-	Antisense
chr6	ENSPTRG00000018244	CD2AP	48147394	48291216	+	Tigger9a	48180707	48180830	+	Sense
chr6	ENSPTRG00000018244	CD2AP	48147394	48291216	+	MER3	48246620	48246706	+	Sense
chr6	ENSPTRG00000018244	CD2AP	48147394	48291216	+	L1M5	48180938	48181413	-	Antisense
chr6	ENSPTRG00000018244	CD2AP	48147394	48291216	+	MER3	48246657	48246775	-	Antisense
chr6	ENSPTRG00000018244	CD2AP	48147394	48291216	+	MIR3	48246847	48246965	-	Antisense
chr6	ENSPTRG00000018306	ZNF451	57839851	57919730	+	L1ME3Cz	57890261	57890465	+	Sense
chr6	ENSPTRG00000018306	ZNF451	57839851	57919730	+	AluJb	57890080	57890219	+	Sense
chr6	ENSPTRG00000018357	SENP6	75957680	76074463	+	L1M5	75995686	75995745	-	Antisense
chr6	ENSPTRG00000018357	SENP6	75957680	76074463	+	L1MA5	75996532	75996869	-	Antisense
chr6	ENSPTRG00000018357	SENP6	75957680	76074463	+	L2c	76013390	76013524	-	Antisense
chr6	ENSPTRG00000018357	SENP6	75957680	76074463	+	Tigger7	75995792	75996025	+	Sense
chr6	ENSPTRG00000018357	SENP6	75957680	76074463	+	Tigger7	75996030	75996114	+	Sense
chr6	ENSPTRG00000018365	PHIP	79376566	79521444	-	L2a	79486634	79486707	+	Antisense
chr6	ENSPTRG00000018365	PHIP	79376566	79521444	-	MIRb	79429026	79429251	-	Sense
chr6	ENSPTRG00000018365	PHIP	79376566	79521444	-	MIRc	79486106	79486239	-	Sense
chr6	ENSPTRG00000018378	DOP1A	83633312	83735403	+	L1ME4c	83707761	83708225	+	Sense
chr6	ENSPTRG00000018379	PGM3	83731803	83760253	-	MER58A	83742043	83742199	+	Antisense
chr6	ENSPTRG00000018400	ZNF292	87753173	87864363	+	MER135	87830552	87830637	+	Sense
chr6	ENSPTRG00000018400	ZNF292	87753173	87864363	+	AluSx3	87831732	87832040	+	Sense
chr6	ENSPTRG00000018429	MANEA	96462992	96494699	+	L1MCa	96473168	96473465	-	Antisense
chr6	ENSPTRG00000018429	MANEA	96462992	96494699	+	L1MC1	96492170	96492222	+	Sense
chr6	ENSPTRG00000018429	MANEA	96462992	96494699	+	L1ME2	96472716	96473177	-	Antisense
chr6	ENSPTRG00000018429	MANEA	96462992	96494699	+	MER2	96493912	96494225	-	Antisense
chr6	ENSPTRG00000018443	USP45	100347171	100475660	-	AluSx1	100380340	100380636	-	Sense
chr6	ENSPTRG00000018458	ATG5	107205427	107352390	-	L2c	107301351	107301421	-	Sense
chr6	ENSPTRG00000018458	ATG5	107205427	107352390	-	L2b	107301563	107301690	+	Antisense
chr6	ENSPTRG00000018458	ATG5	107205427	107352390	-	L2c	107301700	107301797	-	Sense
chr6	ENSPTRG00000018508	REV3L	112388603	112584504	-	L1M5	112518881	112519063	+	Antisense
chr6	ENSPTRG00000018508	REV3L	112388603	112584504	-	MIR	112428618	112428798	-	Sense
chr6	ENSPTRG00000018508	REV3L	112388603	112584504	-	Tigger11a	112427270	112427854	+	Antisense
chr6	ENSPTRG00000018508	REV3L	112388603	112584504	-	MIRb	112428341	112428461	+	Antisense
chr6	ENSPTRG00000018508	REV3L	112388603	112584504	-	MER58A	112519065	112519261	+	Antisense
chr6	ENSPTRG00000018513	TUBE1	113189232	113206103	-	Tigger12c	113198975	113199144	-	Sense
chr6	ENSPTRG00000018536	ZUP1	117767924	117801142	-	L2a	117768853	117768916	+	Antisense
chr6	ENSPTRG00000018587	PTPRK	129249622	129815154	-	AluSz6	129269121	129269262	-	Sense
chr6	ENSPTRG00000018587	PTPRK	129249622	129815154	-	L1M5	129268694	129268989	-	Sense
chr6	ENSPTRG00000018587	PTPRK	129249622	129815154	-	L1MD	129269279	129269700	-	Sense
chr6	ENSPTRG00000018587	PTPRK	129249622	129815154	-	L1ME3G	129324222	129324617	+	Antisense
chr6	ENSPTRG00000018591	ARHGAP18	130880314	131013927	-	MIRb	130901988	130902021	-	Sense
chr6	ENSPTRG00000018630	HBS1L	136302023	136397044	-	MIRc	136383046	136383158	-	Sense
chr6	ENSPTRG00000018630	HBS1L	136302023	136397044	-	L1MC4	136371025	136371212	+	Antisense
chr6	ENSPTRG00000018630	HBS1L	136302023	136397044	-	MIRb	136362427	136362529	-	Sense
chr6	ENSPTRG00000018630	HBS1L	136302023	136397044	-	L1MB2	136362982	136363030	+	Antisense
chr6	ENSPTRG00000018630	HBS1L	136302023	136397044	-	L1M5	136362765	136362865	+	Antisense
chr6	ENSPTRG00000018632	AHI1	136646305	136841652	-	AluJb	136830699	136830984	-	Sense
chr6	ENSPTRG00000018632	AHI1	136646305	136841652	-	L1M6	136831028	136831087	-	Sense
chr6	ENSPTRG00000018632	AHI1	136646305	136841652	-	L1MA4	136831454	136831732	-	Sense
chr6	ENSPTRG00000018683	SHPRH	147382270	147464991	-	L1MB3	147427174	147427265	-	Sense
chr6	ENSPTRG00000018683	SHPRH	147382270	147464991	-	MER58B	147426516	147426813	+	Antisense
chr6	ENSPTRG00000018683	SHPRH	147382270	147464991	-	MIRc	147382515	147382723	+	Antisense
chr6	ENSPTRG00000018696	LATS1	151256512	151314742	-	L1MB7	151298503	151298549	+	Antisense
chr6	ENSPTRG00000018696	LATS1	151256512	151314742	-	L3	151298647	151299297	-	Sense
chr6	ENSPTRG00000018696	LATS1	151256512	151314742	-	AluJo	151298202	151298503	-	Sense
chr7	ENSPTRG00000018957	SNX13	16374608	16524524	-	MIRc	16517889	16518074	-	Sense
chr7	ENSPTRG00000018957	SNX13	16374608	16524524	-	L1M1	16441938	16443650	+	Antisense
chr7	ENSPTRG00000018957	SNX13	16374608	16524524	-	L1MB2	16443662	16445155	-	Sense
chr7	ENSPTRG00000018979	IL6	21347128	21351988	+	MIRb	21348356	21348527	-	Antisense
chr7	ENSPTRG00000018979	IL6	21347128	21351988	+	MIR3	21348144	21348317	+	Sense
chr7	ENSPTRG00000018982	KLHL7	21726116	21795814	+	MER20B	21793613	21793746	-	Antisense
chr7	ENSPTRG00000019185	SPMIP7	48746062	48809654	+	L1MEd	48778621	48779253	+	Sense
chr7	ENSPTRG00000019293	GTF2I	72351836	72458282	-	AluSz6	72384095	72384406	-	Sense
chr7	ENSPTRG00000019293	GTF2I	72351836	72458282	-	AluSx1	72382655	72382967	+	Antisense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	AluSx1	72288603	72288909	-	Antisense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	AluY	72306153	72306442	+	Sense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	AluSg	72288177	72288480	-	Antisense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	AluSx	72306846	72307202	+	Sense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	L1ME4b	72306483	72306657	+	Sense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	FLAM_C	72306704	72306837	+	Sense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	AluJr	72287540	72287817	+	Sense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	L1M5	72307204	72307312	-	Antisense
chr7	ENSPTRG00000019295	ENSPTRG00000019295	72259757	72316095	+	AluY	72307312	72307621	-	Antisense
chr7	ENSPTRG00000019384	GTPBP10	90887644	90931915	+	AluJr	90894808	90895112	-	Antisense
chr7	ENSPTRG00000019403	VPS50	93759268	93888015	+	L1ME3	93798709	93799362	-	Antisense
chr7	ENSPTRG00000019563	KMT2E	106504922	106603652	+	AluSq	106511063	106511354	+	Sense
chr7	ENSPTRG00000019571	ENSPTRG00000019571	107733915	107766885	-	MIR3	107754873	107755005	-	Sense
chr7	ENSPTRG00000019571	ENSPTRG00000019571	107733915	107767453	-	MIR3	107754873	107755005	-	Sense
chr7	ENSPTRG00000019742	TRIM24	139951007	140078786	+	AluY	140016335	140016636	+	Sense
chr7	ENSPTRG00000019742	TRIM24	139951007	140078786	+	Kanga2_a	140017378	140017844	-	Antisense
chr7	ENSPTRG00000019742	TRIM24	139951007	140078786	+	L1MEg	140016636	140017334	+	Sense
chr7	ENSPTRG00000019769	BRAF	142206654	142395272	-	Charlie2b	142321880	142322120	+	Antisense
chr7	ENSPTRG00000019769	BRAF	142206654	142395272	-	Charlie2a	142322257	142322451	+	Antisense
chr7	ENSPTRG00000019769	BRAF	142206654	142395272	-	Charlie2b	142322470	142322552	+	Antisense
chr7	ENSPTRG00000019769	BRAF	142206654	142395272	-	L1ME3G	142322575	142323062	-	Sense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1MA10	153416175	153416226	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	AluY	153428446	153428640	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1MEd	153430838	153431046	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	AluJb	153429654	153429971	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1MEd	153430486	153430647	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	MIR3	153430692	153430729	-	Sense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1ME1	153415820	153416171	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1ME3A	153434335	153434589	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	AluSz6	153419406	153419707	-	Sense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L4_A_Mam	153424858	153424999	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L4_A_Mam	153425081	153425295	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	AluSz	153435235	153435550	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1MC3	153437463	153438696	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1ME4b	153446575	153446737	-	Sense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1MEc	153519301	153520189	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	AluY	153543622	153543908	-	Sense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	MSTA	153431649	153431796	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	MSTA	153431202	153431463	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L3	153414273	153414352	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	L1MC3	153431820	153432581	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	MIRb	153434608	153434673	-	Sense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	AluSx1	153434673	153434984	+	Antisense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	MIRb	153434984	153435115	-	Sense
chr7	ENSPTRG00000019892	KMT2C	153288406	153606718	-	AluSg4	153431469	153431649	-	Sense
chr8_GL390916_random	ENSPTRG00000019972	TNKS	1412219	1635292	+	L2a	1561895	1562002	-	Antisense
chr8_GL390916_random	ENSPTRG00000019972	TNKS	1412219	1635292	+	L1MDa	1480897	1482269	-	Antisense
chr8	ENSPTRG00000020246	RB1CC1	50334345	50426279	-	MIR3	50373750	50373910	-	Sense
chr8	ENSPTRG00000020289	ASPH	59243851	59459039	-	MIRc	59397251	59397358	+	Antisense
chr8	ENSPTRG00000020319	CSPP1	64914404	65046709	+	MIR	64925638	64925868	-	Antisense
chr8	ENSPTRG00000020319	CSPP1	64914404	65046709	+	L1MB4	64936238	64936393	+	Sense
chr8	ENSPTRG00000020319	CSPP1	64914404	65046709	+	L1MB8	64936039	64936154	-	Antisense
chr8	ENSPTRG00000020319	CSPP1	64914404	65046709	+	L2a	64925976	64926269	+	Sense
chr8	ENSPTRG00000020319	CSPP1	64914404	65046709	+	AluJb	64935703	64935874	+	Sense
chr8	ENSPTRG00000020380	SNX16	79877042	79920389	-	MLT1E2	79906984	79907517	+	Antisense
chr8	ENSPTRG00000020380	SNX16	79877042	79920389	-	L1M5	79906688	79906908	-	Sense
chr8	ENSPTRG00000020387	CA1	83455811	83469302	-	L1M5	83457869	83459036	-	Sense
chr8	ENSPTRG00000020412	PIP4P2	89171495	89220403	-	MER68	89185522	89186062	+	Antisense
chr8	ENSPTRG00000020497	LRP12	102824541	102923785	-	Charlie1a	102865478	102865540	+	Antisense
chr8	ENSPTRG00000020497	LRP12	102824541	102923785	-	MLT1B	102865089	102865478	+	Antisense
chr8	ENSPTRG00000020501	OXR1	104649665	105137075	+	HAL1b	105050097	105050214	-	Antisense
chr8	ENSPTRG00000020501	OXR1	104649665	105137075	+	L4_A_Mam	105049624	105049867	-	Antisense
chr8	ENSPTRG00000020501	OXR1	104649665	105137075	+	Tigger13a	105128877	105128999	+	Sense
chr8	ENSPTRG00000020501	OXR1	104649665	105137075	+	HAL1b	105050231	105050500	-	Antisense
chr8	ENSPTRG00000020501	OXR1	104649665	105137075	+	MLT1I	105050824	105050995	-	Antisense
chr8	ENSPTRG00000020501	OXR1	104649665	105137075	+	Tigger13a	105129007	105129524	+	Sense
chr8	ENSPTRG00000020501	OXR1	104649665	105137075	+	HAL1b	105050600	105050718	-	Antisense
chr8	ENSPTRG00000020506	EMC2	106855318	106902280	+	L2b	106883444	106883863	+	Sense
chr8	ENSPTRG00000020506	EMC2	106855318	106902280	+	L1M8	106894931	106895170	-	Antisense
chr8	ENSPTRG00000020506	EMC2	106855318	106902280	+	MIR	106889230	106889394	+	Sense
chr8	ENSPTRG00000020506	EMC2	106855318	106902280	+	MIR3	106893889	106894010	+	Sense
chr9	ENSPTRG00000020744	JAK2	5054819	5209638	+	L1ME4a	5206559	5207342	-	Antisense
chr9	ENSPTRG00000020744	JAK2	5054819	5209638	+	MLT1A1	5201408	5201782	-	Antisense
chr9	ENSPTRG00000020744	JAK2	5054819	5209638	+	Charlie2a	5201797	5202018	-	Antisense
chr9	ENSPTRG00000020744	JAK2	5054819	5209638	+	Charlie2a	5199607	5201408	-	Antisense
chr9	ENSPTRG00000020839	C9orf72	27939765	27966668	-	MER103C	27951940	27952123	+	Antisense
chr9	ENSPTRG00000020839	C9orf72	27939765	27966668	-	MIR	27954064	27954130	+	Antisense
chr9	ENSPTRG00000020839	C9orf72	27939765	27966668	-	MIR	27954170	27954396	-	Sense
chr9	ENSPTRG00000021041	VPS13A	75784017	76026113	+	Tigger16a	75921407	75921469	-	Antisense
chr9	ENSPTRG00000021041	VPS13A	75784017	76026113	+	AluJo	75863516	75863737	-	Antisense
chr9	ENSPTRG00000021114	ECM2	91307257	91348288	-	L1MC4a	91307536	91307687	-	Sense
chr9	ENSPTRG00000021207	SMC2	102948311	102993658	+	MER5A	102970025	102970068	+	Sense
chr9	ENSPTRG00000021207	SMC2	102948311	102993658	+	L1MA9	102969353	102969827	-	Antisense
chr9	ENSPTRG00000021263	PTBP3	111159828	111277243	-	L2	111191272	111191405	-	Sense
chr9	ENSPTRG00000021263	PTBP3	111159828	111277243	-	MIRb	111193051	111193298	+	Antisense
chr9	ENSPTRG00000021368	PPP6C	124235982	124281199	-	AmnSINE1	124236107	124236150	-	Sense
chrX	ENSPTRG00000021823	KDM6A	45341817	45577476	+	MER103C	45556704	45556806	+	Sense
chr8	ENSPTRG00000022529	GTF2E2	26970654	27051929	-	L1MB2	27003363	27003899	+	Antisense
chr8	ENSPTRG00000022529	GTF2E2	26970654	27051929	-	L1MB2	27003895	27004019	+	Antisense
chr8	ENSPTRG00000022529	GTF2E2	26970654	27051929	-	L1MEf	27004114	27004628	+	Antisense
chr8	ENSPTRG00000022529	GTF2E2	26970654	27051929	-	L1MA10	27027771	27027844	-	Sense
chr8	ENSPTRG00000022529	GTF2E2	26970654	27051929	-	AluJb	27028277	27028578	-	Sense
chr7	ENSPTRG00000022535	POT1	126340578	126459993	-	L1MC1	126357846	126358062	-	Sense
chr7	ENSPTRG00000022535	POT1	126340578	126459993	-	L1MC1	126358089	126358273	-	Sense
chr7	ENSPTRG00000022535	POT1	126340578	126459993	-	Kanga11a	126426011	126426079	-	Sense
chr10	ENSPTRG00000022813	KIF20B	89218274	89293596	+	L1ME2	89222484	89224879	-	Antisense
chr10	ENSPTRG00000022813	KIF20B	89218274	89293596	+	L2a	89229210	89229309	-	Antisense
chr10	ENSPTRG00000022813	KIF20B	89218274	89293596	+	AluJr	89228879	89229194	-	Antisense
chr10	ENSPTRG00000022813	KIF20B	89218274	89293596	+	MER58B	89222155	89222479	+	Sense
chr10	ENSPTRG00000022813	KIF20B	89218274	89293596	+	L1MC4	89236459	89237145	-	Antisense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	AluSz	153847791	153848062	+	Antisense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	L1ME4a	153873480	153873678	+	Antisense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	AluJr4	153848253	153848552	-	Sense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	Tigger1	153848902	153850311	-	Sense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	MER1A	153796611	153797019	-	Sense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	L3	153933735	153933866	-	Sense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	MIRb	153933344	153933571	-	Sense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	L1MC5a	153934481	153934653	-	Sense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	L1ME4b	153873009	153873152	+	Antisense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	AluSz6	153874051	153874345	-	Sense
chr4	ENSPTRG00000023095	LRBA	153271887	154037971	-	MIR	153933063	153933288	+	Antisense
chr1	ENSPTRG00000023098	ENSPTRG00000023098	185286021	185302699	-	Tigger1	185293315	185294540	+	Antisense
chr1	ENSPTRG00000023098	ENSPTRG00000023098	185286021	185302699	-	AluJb	185290427	185290716	+	Antisense
chr1	ENSPTRG00000023098	ENSPTRG00000023098	185286021	185302699	-	AluJb	185294540	185294839	-	Sense
chr1	ENSPTRG00000023098	ENSPTRG00000023098	185286021	185302699	-	Tigger1	185294839	185295043	+	Antisense
chr1	ENSPTRG00000023098	ENSPTRG00000023098	185286021	185302699	-	AluJb	185287395	185287699	-	Sense
chr6	ENSPTRG00000023379	SUPT3H	45497275	45975278	-	L1MC4	45973732	45973793	-	Sense
chr6	ENSPTRG00000023379	SUPT3H	45497275	45975278	-	L1MC5a	45973834	45973977	-	Sense
chr6	ENSPTRG00000023379	SUPT3H	45497275	45975278	-	MIR	45520223	45520444	-	Sense
chr6	ENSPTRG00000023379	SUPT3H	45497275	45975278	-	Charlie15b	45582313	45582541	+	Antisense
chr1	ENSPTRG00000023567	PDZK1	112729549	112763464	-	HAL1ME	112730288	112730388	+	Antisense
chr1	ENSPTRG00000023567	PDZK1	112729549	112763464	-	MIR3	112730410	112730495	+	Antisense
chr10	ENSPTRG00000023952	PCGF5	90757572	90817813	+	Tigger16a	90788641	90788774	+	Sense
chr3	ENSPTRG00000024365	DZIP3	111881400	111987153	+	L1MD1	111959626	111960007	+	Sense
chr6	ENSPTRG00000025127	U6	107649656	107649760	+	L1MA5	107648658	107649658	+	Sense
