chr_name	ensembl_id	gene_symbol	gene_start	gene_end	gene_strand	te_name	te_start	te_end	te_strand	strand_relation
chr5	ENSPPYG00000015424	C7	41933185	42010505	+	L1MEd	41961823	41961981	-	Antisense
chr5	ENSPPYG00000015424	C7	41933185	42010505	+	L1MEd	41962036	41962184	-	Antisense
chr5	ENSPPYG00000015424	C7	41933185	42010505	+	L1ME3B	41962177	41962816	-	Antisense
chr5	ENSPPYG00000015531	ENSPPYG00000015531	71298647	71333042	+	Tigger3a	71304593	71304906	+	Sense
chr5	ENSPPYG00000015531	ENSPPYG00000015531	71298647	71333042	+	L1MB8	71304313	71304593	-	Antisense
chr5	ENSPPYG00000015535	BDP1	71473450	71583927	+	FLAM_A	71535357	71535494	+	Sense
chr5	ENSPPYG00000015556	GFM2	74843298	74889249	-	L1ME3B	74862420	74862628	-	Sense
chr5	ENSPPYG00000015556	GFM2	74843298	74889249	-	Tigger15a	74856652	74856876	-	Sense
chr5	ENSPPYG00000015556	GFM2	74843298	74889249	-	L2a	74862186	74862292	-	Sense
chr5	ENSPPYG00000015581	SCAMP1	78483105	78594041	+	MIRb	78516726	78516917	-	Antisense
chr5	ENSPPYG00000015581	SCAMP1	78483105	78594041	+	FLAM_C	78515406	78515532	-	Antisense
chr5	ENSPPYG00000015590	TENT2	79767700	79842459	+	L2c	79799302	79799418	-	Antisense
chr5	ENSPPYG00000015590	TENT2	79767700	79842459	+	MIR3	79799501	79799689	-	Antisense
chr5	ENSPPYG00000015618	RASA1	87744992	87869743	+	Charlie1a	87809678	87810328	+	Sense
chr5	ENSPPYG00000015618	RASA1	87745438	87869743	+	Charlie1a	87809678	87810328	+	Sense
chr5	ENSPPYG00000015620	TMEM161B	88730968	88805111	-	L2a	88799567	88799817	+	Antisense
chr5	ENSPPYG00000015620	TMEM161B	88730968	88805111	-	L1MC1	88797816	88799062	+	Antisense
chr5	ENSPPYG00000015620	TMEM161B	88730968	88805111	-	L1MC1	88799062	88799293	+	Antisense
chr5	ENSPPYG00000015643	SPATA9	96330490	96353166	-	L1ME3A	96333249	96333642	+	Antisense
chr5	ENSPPYG00000015667	PPIP5K2	103543207	103623949	+	Tigger4a	103598520	103598749	-	Antisense
chr5	ENSPPYG00000015667	PPIP5K2	103545715	103623949	+	Tigger4a	103598520	103598749	-	Antisense
chr5	ENSPPYG00000015667	PPIP5K2	103545715	103623949	+	L3	103598082	103598148	+	Sense
chr5	ENSPPYG00000015667	PPIP5K2	103543207	103623949	+	L3	103598082	103598148	+	Sense
chr5	ENSPPYG00000015679	WDR36	111900840	111939105	+	AluJo	111935463	111935602	+	Sense
chr5	ENSPPYG00000015679	WDR36	111900840	111939105	+	MER3	111934248	111934453	+	Sense
chr5	ENSPPYG00000015708	DMXL1	120264775	120452321	+	MIRb	120408267	120408429	+	Sense
chr5	ENSPPYG00000015708	DMXL1	120264775	120452321	+	MER58B	120424296	120424655	+	Sense
chr5	ENSPPYG00000015721	CEP120	124656321	124735998	-	MIR3	124701251	124701427	-	Sense
chr5	ENSPPYG00000015723	CSNK1G3	124822761	124929563	+	L1M5	124896469	124897578	-	Antisense
chr5	ENSPPYG00000015723	CSNK1G3	124822761	124929563	+	L1M4	124897576	124898116	+	Sense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129551929	+	Tigger4a	129463598	129463794	+	Sense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129549304	+	Tigger3b	129462329	129463478	-	Antisense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129549304	+	MIRc	129463483	129463596	+	Sense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129551929	+	MIR	129490978	129491024	+	Sense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129549304	+	MIR	129490978	129491024	+	Sense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129551929	+	Tigger3b	129462329	129463478	-	Antisense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129551929	+	MIRc	129463483	129463596	+	Sense
chr5	ENSPPYG00000015739	SLC12A2	129447204	129549304	+	Tigger4a	129463598	129463794	+	Sense
chr5	ENSPPYG00000015740	FBN2	129629324	129906908	-	L1M5	129795165	129795517	-	Sense
chr5	ENSPPYG00000015743	ADAMTS19	130858416	131147456	+	MER41B	131138070	131138601	+	Sense
chr5	ENSPPYG00000015743	ADAMTS19	130858416	131147456	+	MIRm	131020894	131021083	+	Sense
chr5	ENSPPYG00000015743	ADAMTS19	130858416	131147456	+	L1PA4	131138602	131138675	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MLT1H1	57944942	57945429	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1MEd	57964264	57964418	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MER81	57952653	57952740	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MIRb	57958367	57958478	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	AluJo	57963770	57964082	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L4	57991674	57991759	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1M5	57964598	57964892	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1M5	57990442	57990797	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1M5	58004827	58004933	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1M6	58005325	58005442	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MIR	58147793	58148041	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MER51A	58155007	58155077	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MER51A	58155107	58155165	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MER51A	58155192	58155516	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	AluSq	58156804	58157108	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MIR	58164666	58164745	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L2c	58178971	58179116	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1ME1	58190083	58190642	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1ME1	58190761	58192052	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MLT1A1	58200540	58200887	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1MB5	58200887	58201390	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	AluSg/x	58201395	58201545	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	Charlie5	58201575	58201808	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L2c	58203912	58204083	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L2	58208982	58209226	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MIRb	58209455	58209512	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	FRAM	58018235	58018350	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MER49	58026704	58026986	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L2c	58090293	58090371	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L2c	58090692	58091099	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MER33	58101486	58101610	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	HSMAR1	57991552	57991620	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MER33	58101746	58101930	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1ME2	58004237	58004588	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1M5	58004599	58004824	+	Sense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MLT1B	58111889	58112241	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	LTR19A	58123056	58123510	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	AluSx	58005482	58005773	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	L1ME4a	58017981	58018094	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MIRb	58110978	58111120	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	FLAM_A	58101610	58101746	-	Antisense
chr6	ENSPPYG00000016740	PRIM2	57906324	58225888	+	MIRb	58102264	58102489	-	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MER110	65616248	65616618	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MER44A	65615127	65615444	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MER67D	65615547	65615824	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L1M5	65624697	65625238	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	HAL1	65621890	65622445	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	HAL1	65622544	65622635	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MER5B	65627502	65627667	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L2b	65628632	65628785	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L1ME3B	65659414	65659615	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MIRb	65687990	65688131	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L2b	65628917	65629062	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L2b	65636496	65636604	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MLT1B	65712899	65713283	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L1MC	65622732	65623161	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MER33	65696575	65696801	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L1MD2	65712789	65712866	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L1M1	65625437	65625579	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MIR3	65719099	65719219	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L1MA8	65625310	65625449	-	Sense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	MIRb	65722122	65722279	+	Antisense
chr6	ENSPPYG00000016753	EYS	65610581	65776065	-	L1M5	65713349	65713688	+	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	L1ME4a	70923325	70924174	+	Sense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	AluY	70857626	70857926	-	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	MER94	70857588	70857626	-	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	MLT1H	70858076	70858264	-	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	MER94	70857926	70858027	-	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	MER94	70857926	70858027	-	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	L1ME4a	70923325	70924174	+	Sense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	AluY	70857626	70857926	-	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	MER94	70857588	70857626	-	Antisense
chr6	ENSPPYG00000016760	FAM135A	70852886	70992078	+	MLT1H	70858076	70858264	-	Antisense
chr6	ENSPPYG00000016763	SMAP1	71111832	71308985	+	THE1B	71283982	71284042	-	Antisense
chr6	ENSPPYG00000016768	RIMS1	72328827	72864504	+	MIR	72803570	72803697	-	Antisense
chr6	ENSPPYG00000016768	RIMS1	72328827	72864504	+	L1MEg	72784166	72784688	+	Sense
chr6	ENSPPYG00000016768	RIMS1	72329163	72862072	+	MIR	72803570	72803697	-	Antisense
chr6	ENSPPYG00000016768	RIMS1	72328827	72864504	+	MER58A	72784795	72785014	+	Sense
chr6	ENSPPYG00000016768	RIMS1	72329163	72862072	+	L1MEg	72784166	72784688	+	Sense
chr6	ENSPPYG00000016768	RIMS1	72329163	72862072	+	MER58A	72784795	72785014	+	Sense
chr6	ENSPPYG00000016854	UFL1	97926922	97961092	+	MIRb	97932702	97932884	+	Sense
chr6	ENSPPYG00000016869	ASCC3	102061659	102431382	-	L1MC4a	102089325	102090087	+	Antisense
chr6	ENSPPYG00000016869	ASCC3	102061659	102431382	-	L1ME4a	102090179	102090231	+	Antisense
chr6	ENSPPYG00000016869	ASCC3	102061659	102431382	-	L1ME4a	102090911	102091117	-	Sense
chr6	ENSPPYG00000016869	ASCC3	102061659	102431382	-	L1M5	102154136	102154384	+	Antisense
chr6	ENSPPYG00000016971	FAM184A	121280473	121416964	-	MER58A	121364964	121365131	+	Antisense
chr6	ENSPPYG00000016999	PTPRK	130573848	131159555	-	MER30	131021308	131021376	-	Sense
chr6	ENSPPYG00000016999	PTPRK	130573848	131159555	-	L2a	130594998	130595657	+	Antisense
chr6	ENSPPYG00000016999	PTPRK	130573848	131159555	-	L2a	130657509	130658313	+	Antisense
chr6	ENSPPYG00000017000	ARHGAP18	132290470	132425074	-	MIRb	132311771	132311804	-	Sense
chr6	ENSPPYG00000017000	ARHGAP18	132290470	132425074	-	MIRb	132311771	132311804	-	Sense
chr6	ENSPPYG00000017002	L3MBTL3	132794116	132890508	+	L1MC4	132830398	132831532	-	Antisense
chr6	ENSPPYG00000017027	HBS1L	137883679	137981979	-	L1MC4a	137951672	137952104	+	Antisense
chr6	ENSPPYG00000017027	HBS1L	137883679	137981979	-	AluSx	137952218	137952516	+	Antisense
chr6	ENSPPYG00000017027	HBS1L	137883679	137981979	-	L1ME4a	137901409	137901532	+	Antisense
chr6	ENSPPYG00000017061	PEX3	146393613	146433069	+	L1ME4a	146424585	146424793	+	Sense
chr6	ENSPPYG00000017061	PEX3	146393613	146433069	+	AluJo	146424793	146425044	+	Sense
chr6	ENSPPYG00000017061	PEX3	146393613	146433069	+	L2	146415790	146415933	-	Antisense
chr6	ENSPPYG00000017061	PEX3	146393613	146433069	+	MIR	146424352	146424548	-	Antisense
chr6	ENSPPYG00000017061	PEX3	146393613	146433069	+	L1ME4a	146425044	146425200	+	Sense
chr6	ENSPPYG00000017061	PEX3	146393613	146433069	+	L1ME4a	146425401	146425482	+	Sense
chr6	ENSPPYG00000017070	UTRN	147242811	147842019	+	L1ME4a	147789468	147789812	-	Antisense
chr6	ENSPPYG00000017070	UTRN	147242811	147842019	+	L1PA17	147465793	147466537	-	Antisense
chr6	ENSPPYG00000017074	SHPRH	148920678	149000152	-	Tigger12c	148957458	148957550	-	Sense
chr6	ENSPPYG00000017074	SHPRH	148920678	149000152	-	MIRb	148957369	148957454	-	Sense
chr6	ENSPPYG00000017079	STXBP5	150276698	150462921	+	MIR3	150419735	150419891	-	Antisense
chr6	ENSPPYG00000017079	STXBP5	150276698	150462921	+	L3	150419073	150419435	+	Sense
chr6	ENSPPYG00000017079	STXBP5	150276698	150462921	+	MIRb	150419432	150419504	-	Antisense
chr6	ENSPPYG00000017116	FBXO5	156255476	156267992	-	L2c	156256513	156256572	+	Antisense
chr6	ENSPPYG00000017121	SCAF8	158104907	158286635	+	L3	158177523	158178106	-	Antisense
chr7	ENSPPYG00000017629	SFRP4	46197646	46207837	+	L1M5	46204238	46204464	+	Sense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L1MC3	48986840	48986940	-	Antisense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L1PA16	48986687	48986793	-	Antisense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	HAL1	48993857	48994011	-	Antisense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L3	48986940	48987222	+	Sense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L1MC4a	48987536	48987980	-	Antisense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L2b	48995768	48995808	+	Sense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L1M5	48995833	48995980	+	Sense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	MamSINE1	48996423	48996546	-	Antisense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L1MC4a	48994105	48994270	-	Antisense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	MER44C	48995042	48995751	-	Antisense
chr7	ENSPPYG00000017642	DPY19L2	48914431	49011354	+	L1MC4a	48992419	48993099	-	Antisense
chr7	ENSPPYG00000017692	TAX1BP1	56579921	56676691	-	L1ME4a	56622658	56623182	+	Antisense
chr7	ENSPPYG00000017692	TAX1BP1	56579921	56676691	-	L1MB2	56589022	56589599	+	Antisense
chr7	ENSPPYG00000017692	TAX1BP1	56579921	56676691	-	L1M4	56590239	56590829	+	Antisense
chr7	ENSPPYG00000017692	TAX1BP1	56579921	56676691	-	AluJo	56620777	56621021	-	Sense
chr7	ENSPPYG00000017692	TAX1BP1	56579921	56676691	-	L1MC4	56623187	56623467	+	Antisense
chr7	ENSPPYG00000017808	CASD1	81531246	81587061	-	MIRb	81536357	81536554	-	Sense
chr7	ENSPPYG00000017808	CASD1	81531246	81587061	-	AluSx	81536064	81536357	-	Sense
chr7	ENSPPYG00000017842	RUNDC3B	88577278	88790959	-	L2a	88730471	88730926	-	Sense
chr7	ENSPPYG00000017842	RUNDC3B	88577278	88790959	-	MIRc	88678769	88678961	-	Sense
chr7	ENSPPYG00000017842	RUNDC3B	88577278	88790959	-	L1M5	88729593	88729696	+	Antisense
chr7	ENSPPYG00000017845	ABCB4	88956675	89024481	+	MIR	89009778	89009891	+	Sense
chr7	ENSPPYG00000017855	SEMA3A	91899755	92300620	+	AluJo	92063378	92063573	-	Antisense
chr7	ENSPPYG00000017855	SEMA3A	91899755	92300620	+	Charlie1b	91911663	91912144	-	Antisense
chr7	ENSPPYG00000017855	SEMA3A	91899755	92300620	+	L1MA4	92196861	92197199	+	Sense
chr7	ENSPPYG00000017855	SEMA3A	91899755	92300620	+	MIRb	92219287	92219517	+	Sense
chr7	ENSPPYG00000017855	SEMA3A	91899755	92300620	+	MER5A	92112395	92112460	-	Antisense
chr7	ENSPPYG00000017855	SEMA3A	91899755	92300620	+	MIR3	92183282	92183364	+	Sense
chr7	ENSPPYG00000017873	CCDC146	99292133	99423180	-	L4	99422543	99422638	+	Antisense
chr7	ENSPPYG00000017875	FAM185A	99470526	99510834	+	L1M5	99483743	99484386	+	Sense
chr7	ENSPPYG00000017875	FAM185A	99470526	99510834	+	MIR	99482891	99483129	+	Sense
chr7	ENSPPYG00000017875	FAM185A	99470526	99510834	+	MIRc	99483210	99483304	+	Sense
chr7	ENSPPYG00000017875	FAM185A	99470526	99510834	+	MSTC	99492914	99493327	-	Antisense
chr7	ENSPPYG00000017897	PRKAR2B	103185060	103306951	+	L1MA3	103295286	103295417	-	Antisense
chr7	ENSPPYG00000017897	PRKAR2B	103185060	103306951	+	L1MA1	103294684	103294922	+	Sense
chr7	ENSPPYG00000017897	PRKAR2B	103185060	103306951	+	L1M5	103210242	103210602	-	Antisense
chr7	ENSPPYG00000017899	COG5	103350361	103730607	-	AluY	103559663	103559949	-	Sense
chr7	ENSPPYG00000017899	COG5	103350361	103730607	-	L1MC4	103522264	103522772	+	Antisense
chr7	ENSPPYG00000017899	COG5	103350361	103730607	-	L1ME3B	103582712	103583132	+	Antisense
chr7	ENSPPYG00000017899	COG5	103350361	103730607	-	L1MEc	103583305	103583477	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	MIR	149992483	149992687	-	Sense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	MIRc	149981293	149981368	-	Sense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L2a	150002854	150003132	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	HAL1	149993024	149993230	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L1ME1	149994997	149995351	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L4	150003684	150003843	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	MER20	150120274	150120479	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L1M5	150121625	150121959	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	AluY	150123728	150124033	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L1MC5	150124106	150124666	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L1MC5	150124719	150124859	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	AluSx	150171137	150171425	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L4	150003256	150003477	+	Antisense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	MIRb	150003520	150003637	-	Sense
chr7	ENSPPYG00000018200	ENSPPYG00000018200	149805089	150174367	-	L2c	150000721	150000946	+	Antisense
chr7	ENSPPYG00000018221	LMBR1	154824813	155038828	-	L1M4c	155019481	155020782	+	Antisense
chr8	ENSPPYG00000018301	FBXO25	206470	274692	+	L1M7	251973	252107	+	Sense
chr8	ENSPPYG00000018301	FBXO25	206470	274692	+	MER44B	236545	237068	-	Antisense
chr8	ENSPPYG00000018301	FBXO25	206470	274692	+	L1M7	252428	253767	+	Sense
chr8	ENSPPYG00000018301	FBXO25	206470	274692	+	Tigger4b	252107	252428	-	Antisense
chr8	ENSPPYG00000018301	FBXO25	206470	274692	+	L1M7	251418	251590	+	Sense
chr8	ENSPPYG00000018367	TNKS	10180839	10404561	-	Charlie16a	10245437	10245675	-	Sense
chr8	ENSPPYG00000018610	UBXN2B	60366733	60409031	+	L1MD2	60392700	60393769	-	Antisense
chr8	ENSPPYG00000018610	UBXN2B	60366733	60409031	+	AluY	60393774	60394067	-	Antisense
chr8	ENSPPYG00000018610	UBXN2B	60366733	60409031	+	MER5B	60394175	60394336	-	Antisense
chr8	ENSPPYG00000018666	TRPA1	74433641	74486402	-	MIR3	74449909	74450038	-	Sense
chr8	ENSPPYG00000018669	TERF1	75482989	75519994	+	L1MCb	75512365	75512631	-	Antisense
chr8	ENSPPYG00000018669	TERF1	75482989	75519994	+	MIRb	75512700	75512867	-	Antisense
chr8	ENSPPYG00000018704	SNX16	84508124	84915932	-	L1MEe	84603901	84604007	+	Antisense
chr8	ENSPPYG00000018704	SNX16	84508124	84915932	-	L1MB7	84710897	84712356	+	Antisense
chr8	ENSPPYG00000018704	SNX16	84508124	84915932	-	L1MEe	84602437	84603874	+	Antisense
chr8	ENSPPYG00000018704	SNX16	84508124	84915932	-	AluY	84604091	84604399	-	Sense
chr8	ENSPPYG00000018707	ZFAND1	84592137	84612206	-	L1MEe	84603901	84604007	+	Antisense
chr8	ENSPPYG00000018707	ZFAND1	84592137	84612206	-	AluY	84604091	84604399	-	Sense
chr8	ENSPPYG00000018707	ZFAND1	84592137	84612206	-	L1MEe	84602437	84603874	+	Antisense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	MIR3	105716020	105716183	-	Antisense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	L1MEd	105716606	105717722	+	Sense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	L1M3	105441435	105441738	-	Antisense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	L1MB2	105440414	105441166	-	Antisense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	L1MA9	106164416	106168832	-	Antisense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	MLT1A1	105761027	105761385	+	Sense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	L1M1	105832037	105833972	-	Antisense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	MIR	106056750	106056910	-	Antisense
chr8	ENSPPYG00000018782	VPS13B	105420057	106380454	+	MER2	106264880	106265218	+	Sense
chr8	ENSPPYG00000018815	OXR1	113055792	113559156	+	L1PA13	113478742	113479398	-	Antisense
chr8	ENSPPYG00000018815	OXR1	113055792	113559156	+	L2a	113132199	113132513	+	Sense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	MIRb	120129391	120129579	-	Sense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	MIRc	119836667	119836811	+	Antisense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	L2a	120224853	120225021	+	Antisense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	L3	120241475	120241808	-	Sense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	AluSx	120594374	120594460	+	Antisense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	MIR	120223590	120223830	-	Sense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	L1M5	119837750	119837837	-	Sense
chr8	ENSPPYG00000018828	CSMD3	119469901	120664851	-	L1MA8	120034191	120034578	+	Antisense
chr8	ENSPPYG00000018861	FER1L6	131588470	131760145	+	MIR	131648876	131649077	-	Antisense
chr8	ENSPPYG00000018861	FER1L6	131588470	131760145	+	L1M1	131632852	131636640	-	Antisense
chr9	ENSPPYG00000019225	ENSPPYG00000019225	56170935	56285947	+	FRAM	56221792	56221939	-	Antisense
chr9	ENSPPYG00000019225	ENSPPYG00000019225	56170935	56285947	+	L1M7	56221958	56222252	-	Antisense
chr9	ENSPPYG00000019253	RFX3	59652295	59805834	+	L2c	59758763	59758901	+	Sense
chr9	ENSPPYG00000019253	RFX3	59652295	59805834	+	L1ME4a	59794544	59794799	+	Sense
chr9	ENSPPYG00000019253	RFX3	59652287	59824877	+	L1ME4a	59794544	59794799	+	Sense
chr9	ENSPPYG00000019253	RFX3	59652287	59824877	+	L1MEc	59691322	59693872	-	Antisense
chr9	ENSPPYG00000019253	RFX3	59652287	59824877	+	L2c	59758763	59758901	+	Sense
chr9	ENSPPYG00000019253	RFX3	59652287	59824877	+	MamRep1161	59793436	59794165	-	Antisense
chr9	ENSPPYG00000019253	RFX3	59652295	59805834	+	L1MEc	59691322	59693872	-	Antisense
chr9	ENSPPYG00000019253	RFX3	59652295	59805834	+	MamRep1161	59793436	59794165	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L2b	62905759	62905903	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L3	62924664	62924718	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSx	62926732	62927035	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L2a	62924630	62924680	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MIR	62929595	62929809	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MIRb	62925260	62925340	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L2b	62905356	62905610	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSx	62935173	62935422	-	Antisense
