chr	start	end	peak_id	score	strand	signal_value	p_value	q_value	length	peak_center	peak_strength	signal_category
chr2B	187101423	187102417	macs3_results/Chimp_Judith_peak_9350	40	.	2.11672	4.01628	1.54274	648	187101747	Weak	Low
chr2B	187102521	187103257	macs3_results/Chimp_Judith_peak_9350	40	.	2.11672	4.01628	1.54274	648	187102845	Weak	Low
chr2B	187291508	187292028	macs3_results/Chimp_Judith_peak_9352	46	.	2.2022	4.64971	1.98039	536	187291776	Weak	Low
chr2B	187295588	187295990	macs3_results/Chimp_Judith_peak_9353	56	.	2.43031	5.64808	2.55795	501	187295838.5	Weak	Low
chr2B	187538292	187539436	macs3_results/Chimp_Judith_peak_9359	34	.	1.9342	3.4469	1.24992	680	187538632	Weak	Low
chr2B	187540184	187541144	macs3_results/Chimp_Judith_peak_9360	70	.	2.6655	7.0124	3.50578	1202	187540785	Weak	Low
chr2B	187747529	187747542	macs3_results/Chimp_Judith_peak_9364	48	.	2.26187	4.87786	2.08094	586	187747822	Weak	Low
chr2B	188230696	188230868	macs3_results/Chimp_Judith_peak_9369	26	.	1.80313	2.62325	0.751142	476	188230934	Weak	Low
chr2B	189026566	189028587	macs3_results/Chimp_Judith_peak_9377a	23	.	1.71098	2.39024	0.650255	469	189026800.5	Weak	Low
chr2B	189026566	189028587	macs3_results/Chimp_Judith_peak_9377b	48	.	2.27352	4.80412	2.01619	1981	189027556.5	Weak	Low
chr2B	189132633	189133081	macs3_results/Chimp_Judith_peak_9379	26	.	1.80313	2.62325	0.751142	532	189132899	Weak	Low
chr2B	189132633	189133081	macs3_results/Chimp_Judith_peak_9379	26	.	1.80313	2.62325	0.751142	532	189132899	Weak	Low
chr2B	189136319	189136521	macs3_results/Chimp_Judith_peak_9380	36	.	2.03833	3.64447	1.3244	1022	189136830	Weak	Low
chr2B	189199427	189200423	macs3_results/Chimp_Judith_peak_9383	23	.	1.72474	2.31594	0.589454	517	189199685.5	Weak	Low
chr2B	189205161	189205371	macs3_results/Chimp_Judith_peak_9384	53	.	2.36125	5.38182	2.41812	767	189205544.5	Weak	Low
chr2B	189227906	189228383	macs3_results/Chimp_Judith_peak_9386	40	.	2.11672	4.01628	1.54274	586	189228199	Weak	Low
chr2B	189273905	189275149	macs3_results/Chimp_Judith_peak_9389	70	.	2.6655	7.0124	3.50578	1443	189274626.5	Weak	Low
chr2B	189766560	189766855	macs3_results/Chimp_Judith_peak_9407	26	.	1.78227	2.68859	0.806927	568	189766844	Weak	Low
chr2B	189766560	189766855	macs3_results/Chimp_Judith_peak_9407	26	.	1.78227	2.68859	0.806927	568	189766844	Weak	Low
chr2B	190148442	190148711	macs3_results/Chimp_Judith_peak_9417	29	.	1.88153	2.94746	0.929844	523	190148703.5	Weak	Low
chr2B	190955859	190956940	macs3_results/Chimp_Judith_peak_9432	48	.	2.27352	4.80412	2.01619	486	190956102	Weak	Low
chr2B	191762273	191763229	macs3_results/Chimp_Judith_peak_9449	44	.	2.19512	4.40297	1.77013	550	191762548	Weak	Low
chr2B	191762273	191763229	macs3_results/Chimp_Judith_peak_9449	44	.	2.19512	4.40297	1.77013	550	191762548	Weak	Low
chr2B	192151840	192151900	macs3_results/Chimp_Judith_peak_9461	52	.	2.35191	5.21929	2.27892	645	192152162.5	Weak	Low
chr2B	192183686	192184871	macs3_results/Chimp_Judith_peak_9462	44	.	2.19512	4.40297	1.77013	743	192184057.5	Weak	Low
chr2B	192341818	192342866	macs3_results/Chimp_Judith_peak_9464	79	.	2.8223	7.98345	4.25539	708	192342172	Weak	Low
chr2B	192570931	192571931	macs3_results/Chimp_Judith_peak_9465	84	.	2.90069	8.48647	4.67208	1044	192571453	Weak	Low
chr2B	192587534	192588565	macs3_results/Chimp_Judith_peak_9466	68	.	2.50919	6.80453	3.39624	910	192587989	Weak	Low
chr2B	192587534	192588565	macs3_results/Chimp_Judith_peak_9466	68	.	2.50919	6.80453	3.39624	910	192587989	Weak	Low
chr2B	193051878	193052566	macs3_results/Chimp_Judith_peak_9471	60	.	2.50871	6.0901	2.85411	502	193052129	Weak	Low
chr2B	193109138	193109857	macs3_results/Chimp_Judith_peak_9473	53	.	2.36125	5.38182	2.41812	762	193109519	Weak	Low
chr2B	193626438	193627445	macs3_results/Chimp_Judith_peak_9480	26	.	1.80313	2.62325	0.751142	483	193626679.5	Weak	Low
chr2B	193626438	193627445	macs3_results/Chimp_Judith_peak_9480	26	.	1.80313	2.62325	0.751142	483	193626679.5	Weak	Low
chr2B	193626438	193627445	macs3_results/Chimp_Judith_peak_9480	26	.	1.80313	2.62325	0.751142	483	193626679.5	Weak	Low
chr2B	193713204	193713924	macs3_results/Chimp_Judith_peak_9485	58	.	2.43742	5.81061	2.69739	728	193713568	Weak	Low
chr2B	193750858	193751858	macs3_results/Chimp_Judith_peak_9486	56	.	2.43031	5.64808	2.55795	546	193751131	Weak	Low
chr2B	193750858	193751858	macs3_results/Chimp_Judith_peak_9486	56	.	2.43031	5.64808	2.55795	546	193751131	Weak	Low
chr2B	193750858	193751858	macs3_results/Chimp_Judith_peak_9486	56	.	2.43031	5.64808	2.55795	546	193751131	Weak	Low
chr2B	193750858	193751834	macs3_results/Chimp_Judith_peak_9486	56	.	2.43031	5.64808	2.55795	546	193751131	Weak	Low
chr2B	193755845	193756899	macs3_results/Chimp_Judith_peak_9487	40	.	2.11672	4.01628	1.54274	644	193756167	Weak	Low
chr2B	194294834	194295740	macs3_results/Chimp_Judith_peak_9494	52	.	2.35191	5.21929	2.27892	691	194295179.5	Weak	Low
chr2B	194294834	194295740	macs3_results/Chimp_Judith_peak_9494	52	.	2.35191	5.21929	2.27892	691	194295179.5	Weak	Low
chr2B	194569344	194570070	macs3_results/Chimp_Judith_peak_9500	63	.	2.50408	6.35618	3.08334	785	194569736.5	Weak	Low
chr2B	194585061	194585623	macs3_results/Chimp_Judith_peak_9503	48	.	2.27352	4.80412	2.01619	497	194585309.5	Weak	Low
chr2B	195569245	195570320	macs3_results/Chimp_Judith_peak_9521	70	.	2.6655	7.0124	3.50578	857	195569673.5	Weak	Low
chr2B	195578851	195580061	macs3_results/Chimp_Judith_peak_9522	40	.	2.05958	4.09901	1.61137	463	195579082.5	Weak	Low
chr2B	195592473	195594503	macs3_results/Chimp_Judith_peak_9523a	38	.	2.0779	3.8785	1.52233	643	195592794.5	Weak	Low
chr2B	195592473	195594503	macs3_results/Chimp_Judith_peak_9523b	69	.	2.45805	6.98859	3.50578	2186	195593566	Weak	Low
chr2B	195738037	195738481	macs3_results/Chimp_Judith_peak_9525	70	.	2.6655	7.0124	3.50578	579	195738326.5	Weak	Low
chr2B	196659980	196660995	macs3_results/Chimp_Judith_peak_9531	36	.	2.03833	3.64447	1.3244	110	196660035	Weak	Low
chr2B	196963974	196965108	macs3_results/Chimp_Judith_peak_9541	65	.	2.58711	6.54499	3.17003	509	196964228.5	Weak	Low
chr2B	196963974	196964302	macs3_results/Chimp_Judith_peak_9541	65	.	2.58711	6.54499	3.17003	509	196964228.5	Weak	Low
chr2B	197706858	197707880	macs3_results/Chimp_Judith_peak_9557	36	.	2.03833	3.64447	1.3244	670	197707193	Weak	Low
chr2B	197988378	197989191	macs3_results/Chimp_Judith_peak_9567	60	.	2.50871	6.0901	2.85411	518	197988637	Weak	Low
chr2B	198042183	198043040	macs3_results/Chimp_Judith_peak_9570	44	.	2.19512	4.40297	1.77013	593	198042479.5	Weak	Low
chr2B	198095060	198096026	macs3_results/Chimp_Judith_peak_9572	74	.	2.7439	7.49199	3.86885	880	198095500	Weak	Low
chr2B	198368626	198369565	macs3_results/Chimp_Judith_peak_9577	60	.	2.50871	6.0901	2.85411	499	198368875.5	Weak	Low
chr2B	198707201	198708001	macs3_results/Chimp_Judith_peak_9588	48	.	2.27352	4.80412	2.01619	562	198707482	Weak	Low
chr2B	198923110	198923861	macs3_results/Chimp_Judith_peak_9593	111	.	3.29268	11.1655	7.08472	526	198923373	Strong	Low
chr2B	199486010	199486608	macs3_results/Chimp_Judith_peak_9600a	32	.	1.95993	3.28804	1.1188	515	199486267.5	Weak	Low
chr2B	199486010	199486608	macs3_results/Chimp_Judith_peak_9600b	48	.	2.27352	4.80412	2.01619	1451	199486735.5	Weak	Low
chr2B	199770883	199770966	macs3_results/Chimp_Judith_peak_9605	44	.	2.19512	4.40297	1.77013	1086	199771426	Weak	Low
chr2B	199783961	199784379	macs3_results/Chimp_Judith_peak_9606	40	.	2.11672	4.01628	1.54274	495	199784208.5	Weak	Low
chr2B	199783961	199784379	macs3_results/Chimp_Judith_peak_9606	40	.	2.11672	4.01628	1.54274	495	199784208.5	Weak	Low
chr2B	199783961	199784379	macs3_results/Chimp_Judith_peak_9606	40	.	2.11672	4.01628	1.54274	495	199784208.5	Weak	Low
chr2B	200350764	200350872	macs3_results/Chimp_Judith_peak_9609	45	.	2.14144	4.51987	1.87051	595	200351061.5	Weak	Low
chr2B	200679200	200680200	macs3_results/Chimp_Judith_peak_9615	82	.	2.79868	8.22921	4.47787	1161	200679780.5	Weak	Low
chr2B	202470920	202472245	macs3_results/Chimp_Judith_peak_9635	90	.	2.97909	9.00078	5.1113	846	202471343	Weak	Low
chr2B	202719997	202721124	macs3_results/Chimp_Judith_peak_9639	60	.	2.50871	6.0901	2.85411	605	202720299.5	Weak	Low
chr2B	202774121	202774321	macs3_results/Chimp_Judith_peak_9642	50	.	2.28313	5.07789	2.24857	670	202774456	Weak	Low
chr2B	203017138	203017962	macs3_results/Chimp_Judith_peak_9645	29	.	1.88153	2.94746	0.929844	469	203017372.5	Weak	Low
chr2B	203172993	203174070	macs3_results/Chimp_Judith_peak_9651	65	.	2.58711	6.54499	3.17003	818	203173402	Weak	Low
chr2B	203648860	203650044	macs3_results/Chimp_Judith_peak_9659	36	.	2.03833	3.64447	1.3244	707	203649213.5	Weak	Low
chr2B	203814892	203815005	macs3_results/Chimp_Judith_peak_9662	52	.	2.35191	5.21929	2.27892	473	203815128.5	Weak	Low
chr2B	204367298	204367939	macs3_results/Chimp_Judith_peak_9665	29	.	1.88153	2.94746	0.929844	489	204367542.5	Weak	Low
chr2B	204645338	204646734	macs3_results/Chimp_Judith_peak_9666	40	.	2.11672	4.01628	1.54274	547	204645611.5	Weak	Low
chr2B	204645338	204646734	macs3_results/Chimp_Judith_peak_9666	40	.	2.11672	4.01628	1.54274	547	204645611.5	Weak	Low
chr2B	205141696	205141850	macs3_results/Chimp_Judith_peak_9668	29	.	1.88153	2.94746	0.929844	480	205141936	Weak	Low
chr2B	205305973	205307105	macs3_results/Chimp_Judith_peak_9671	51	.	2.21143	5.13033	2.27892	666	205306306	Weak	Low
chr2B	205305973	205307105	macs3_results/Chimp_Judith_peak_9671	51	.	2.21143	5.13033	2.27892	666	205306306	Weak	Low
chr2B	206018738	206019657	macs3_results/Chimp_Judith_peak_9676	36	.	1.84518	3.61984	1.3244	499	206018987.5	Weak	Low
chr2B	207173147	207173953	macs3_results/Chimp_Judith_peak_9684	65	.	2.58711	6.54499	3.17003	495	207173394.5	Weak	Low
chr2B	207388396	207388949	macs3_results/Chimp_Judith_peak_9690	44	.	1.99793	4.47607	1.83587	746	207388769	Weak	Low
chr2B	208179275	208180063	macs3_results/Chimp_Judith_peak_9700	39	.	2.00999	3.90605	1.54274	603	208179576.5	Weak	Low
chr2B	211782250	211782972	macs3_results/Chimp_Judith_peak_9725	65	.	2.58711	6.54499	3.17003	820	211782660	Weak	Low
chr2B	211910572	211911572	macs3_results/Chimp_Judith_peak_9726	43	.	2.08135	4.37826	1.77013	443	211910793.5	Weak	Low
chr2B	212138230	212139307	macs3_results/Chimp_Judith_peak_9727	29	.	1.88153	2.94746	0.929844	566	212138513	Weak	Low
chr2B	212415620	212416172	macs3_results/Chimp_Judith_peak_9730	29	.	1.80899	2.91547	0.929844	714	212415977	Weak	Low
chr2B	213190439	213191595	macs3_results/Chimp_Judith_peak_9735	45	.	2.00334	4.58967	1.92999	757	213190817.5	Weak	Low
chr2B	213191663	213191789	macs3_results/Chimp_Judith_peak_9736	33	.	1.85381	3.36812	1.18647	457	213191891.5	Weak	Low
chr2B	213191865	213192803	macs3_results/Chimp_Judith_peak_9736	33	.	1.85381	3.36812	1.18647	457	213192093.5	Weak	Low
chr2B	213224840	213225973	macs3_results/Chimp_Judith_peak_9738	23	.	1.72474	2.31594	0.589454	506	213225093	Weak	Low
chr2B	213718559	213719102	macs3_results/Chimp_Judith_peak_9740	20	.	1.64634	2.0261	0.438796	475	213718796.5	Weak	Low
chr2B	215026599	215027599	macs3_results/Chimp_Judith_peak_9751	40	.	2.11672	4.01628	1.54274	497	215026847.5	Weak	Low
chr2B	215077812	215078835	macs3_results/Chimp_Judith_peak_9752	36	.	1.98344	3.62862	1.3244	859	215078241.5	Weak	Low
chr2B	215077812	215078835	macs3_results/Chimp_Judith_peak_9752	36	.	1.98344	3.62862	1.3244	859	215078241.5	Weak	Low
chr2B	215084438	215085138	macs3_results/Chimp_Judith_peak_9753	26	.	1.72063	2.65715	0.780858	534	215084705	Weak	Low
chr2B	216947607	216948893	macs3_results/Chimp_Judith_peak_9774	52	.	2.35191	5.21929	2.27892	912	216948063	Weak	Low
chr2B	216947607	216948893	macs3_results/Chimp_Judith_peak_9774	52	.	2.35191	5.21929	2.27892	912	216948063	Weak	Low
chr2B	217024365	217025363	macs3_results/Chimp_Judith_peak_9776	48	.	2.27352	4.80412	2.01619	1004	217024867	Weak	Low
chr2B	217966021	217967158	macs3_results/Chimp_Judith_peak_9792	47	.	2.11002	4.79636	2.01619	605	217966323.5	Weak	Low
chr2B	217969129	217970524	macs3_results/Chimp_Judith_peak_9793	78	.	2.58095	7.86802	4.20311	895	217969576.5	Weak	Low
chr2B	217969082	217970082	macs3_results/Chimp_Judith_peak_9793	78	.	2.58095	7.86802	4.20311	895	217969529.5	Weak	Low
chr2B	217989169	217990190	macs3_results/Chimp_Judith_peak_9797	49	.	2.0998	4.94927	2.14341	930	217989634	Weak	Low
chr2B	217990365	217991502	macs3_results/Chimp_Judith_peak_9798	52	.	2.10878	5.29014	2.34235	564	217990647	Weak	Low
chr2B	218027009	218028766	macs3_results/Chimp_Judith_peak_9801	41	.	2.00028	4.13389	1.64362	1109	218027563.5	Weak	Low
chr2B	218027009	218028766	macs3_results/Chimp_Judith_peak_9801	41	.	2.00028	4.13389	1.64362	1109	218027563.5	Weak	Low
chr2B	218040748	218040990	macs3_results/Chimp_Judith_peak_9802	47	.	2.0476	4.70718	2.01619	558	218041027	Weak	Low
chr2B	218067811	218069222	macs3_results/Chimp_Judith_peak_9803	65	.	2.26599	6.52862	3.17003	872	218068247	Weak	Low
chr2B	218076753	218076884	macs3_results/Chimp_Judith_peak_9804	76	.	2.57639	7.69673	4.05148	716	218077111	Weak	Low
chr2B	218077407	218078421	macs3_results/Chimp_Judith_peak_9804	76	.	2.57639	7.69673	4.05148	716	218077765	Weak	Low
chr2B	218132299	218134085	macs3_results/Chimp_Judith_peak_9807	51	.	2.14352	5.15126	2.27892	1010	218132804	Weak	Low
chr2B	218132299	218134085	macs3_results/Chimp_Judith_peak_9807	51	.	2.14352	5.15126	2.27892	1010	218132804	Weak	Low
chr2B	218198467	218199476	macs3_results/Chimp_Judith_peak_9809a	46	.	1.94681	4.6483	1.97999	621	218198777.5	Weak	Low
chr2B	218198467	218199476	macs3_results/Chimp_Judith_peak_9809a	46	.	1.94681	4.6483	1.97999	621	218198777.5	Weak	Low
chr2B	218198467	218199476	macs3_results/Chimp_Judith_peak_9809b	44	.	1.8755	4.42471	1.78851	1739	218199336.5	Weak	Low
chr2B	218198467	218199476	macs3_results/Chimp_Judith_peak_9809b	44	.	1.8755	4.42471	1.78851	1739	218199336.5	Weak	Low
chr2B	218205074	218205815	macs3_results/Chimp_Judith_peak_9810	69	.	2.29467	6.91915	3.49514	746	218205447	Weak	Low
chr2B	218297876	218299488	macs3_results/Chimp_Judith_peak_9813	36	.	2.03833	3.64447	1.3244	1182	218298467	Weak	Low
chr2B	218297876	218299488	macs3_results/Chimp_Judith_peak_9813	36	.	2.03833	3.64447	1.3244	1182	218298467	Weak	Low
chr2B	218721763	218722327	macs3_results/Chimp_Judith_peak_9822	62	.	2.41199	6.23993	2.98704	799	218722162.5	Weak	Low
chr2B	218927700	218928600	macs3_results/Chimp_Judith_peak_9828	65	.	2.58711	6.54499	3.17003	553	218927976.5	Weak	Low
chr2B	219735472	219736110	macs3_results/Chimp_Judith_peak_9837	52	.	2.10878	5.29014	2.34235	617	219735780.5	Weak	Low
chr2B	219735472	219736110	macs3_results/Chimp_Judith_peak_9837	52	.	2.10878	5.29014	2.34235	617	219735780.5	Weak	Low
chr2B	219739216	219740216	macs3_results/Chimp_Judith_peak_9838	22	.	1.64309	2.27101	0.589454	490	219739461	Weak	Low
chr2B	220022227	220023079	macs3_results/Chimp_Judith_peak_9842	74	.	2.7439	7.49199	3.86885	732	220022593	Weak	Low
chr2B	221104862	221106100	macs3_results/Chimp_Judith_peak_9854	79	.	2.8223	7.98345	4.25539	656	221105190	Weak	Low
chr2B	223650278	223651364	macs3_results/Chimp_Judith_peak_9860	48	.	2.27352	4.80412	2.01619	1025	223650790.5	Weak	Low
chr2B	224120856	224122865	macs3_results/Chimp_Judith_peak_9861	868	.	8.91042	86.8214	81.8826	1340	224121526	Strong	High
chr2B	224120868	224122872	macs3_results/Chimp_Judith_peak_9861	868	.	8.91042	86.8214	81.8826	1340	224121538	Strong	High
chr2B	228030007	228030460	macs3_results/Chimp_Judith_peak_9880	70	.	2.6655	7.0124	3.50578	942	228030478	Weak	Low
chr2B	230014655	230015394	macs3_results/Chimp_Judith_peak_9904	28	.	1.7483	2.82084	0.917451	537	230014923.5	Weak	Low
chr2B	232507267	232508370	macs3_results/Chimp_Judith_peak_9932	40	.	2.11672	4.01628	1.54274	638	232507586	Weak	Low
chr2B	232516459	232517526	macs3_results/Chimp_Judith_peak_9934	83	.	2.86732	8.34691	4.58577	658	232516788	Weak	Low
chr2B	232526029	232526358	macs3_results/Chimp_Judith_peak_9935	39	.	2.06218	3.91818	1.54274	967	232526512.5	Weak	Low
chr2B	232682810	232684220	macs3_results/Chimp_Judith_peak_9937	44	.	2.19512	4.40297	1.77013	751	232683185.5	Weak	Low
chr2B	232682810	232684220	macs3_results/Chimp_Judith_peak_9937	44	.	2.19512	4.40297	1.77013	751	232683185.5	Weak	Low
chr2B	232716823	232717147	macs3_results/Chimp_Judith_peak_9940	38	.	2.05657	3.80261	1.45272	488	232717067	Weak	Low
chr2B	235012036	235013161	macs3_results/Chimp_Judith_peak_9945	24	.	1.64579	2.43275	0.689115	865	235012468.5	Weak	Low
chr2B	235112310	235113547	macs3_results/Chimp_Judith_peak_9949	79	.	2.8223	7.98345	4.25539	590	235112605	Weak	Low
chr2B	235666317	235667022	macs3_results/Chimp_Judith_peak_9952	53	.	2.03502	5.38168	2.41812	759	235666696.5	Weak	Low
chr2B	235674739	235674883	macs3_results/Chimp_Judith_peak_9953	54	.	2.21262	5.46891	2.49487	669	235675073.5	Weak	Low
chr2B	235787740	235788745	macs3_results/Chimp_Judith_peak_9955	37	.	1.99708	3.76736	1.4306	510	235787995	Weak	Low
chr2B	236357084	236357983	macs3_results/Chimp_Judith_peak_9957	72	.	2.62098	7.29461	3.75594	960	236357564	Weak	Low
chr2B	236388010	236389672	macs3_results/Chimp_Judith_peak_9959a	46	.	2.14399	4.63408	1.96624	829	236388424.5	Weak	Low
chr2B	236388010	236389672	macs3_results/Chimp_Judith_peak_9959b	28	.	1.84124	2.88771	0.929844	1630	236388825	Weak	Low
chr2B	236408695	236409179	macs3_results/Chimp_Judith_peak_9960	92	.	3.00142	9.28609	5.37627	650	236409020	Weak	Low
chr2B	237204294	237205056	macs3_results/Chimp_Judith_peak_9962	39	.	2.00999	3.90605	1.54274	472	237204530	Weak	Low
chr2B	238025369	238025825	macs3_results/Chimp_Judith_peak_9965	45	.	2.2165	4.59248	1.93221	559	238025648.5	Weak	Low
chr3	200341	201508	macs3_results/Chimp_Judith_peak_9973	29	.	1.88153	2.94746	0.929844	734	200708	Weak	Low
chr3	386978	387406	macs3_results/Chimp_Judith_peak_9974	40	.	2.11672	4.01628	1.54274	627	387291.5	Weak	Low
chr3	409173	409798	macs3_results/Chimp_Judith_peak_9976	26	.	1.80313	2.62325	0.751142	863	409604.5	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980a	29	.	1.88153	2.94746	0.929844	726	635801	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980a	29	.	1.88153	2.94746	0.929844	726	635801	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980a	29	.	1.88153	2.94746	0.929844	726	635801	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980a	29	.	1.88153	2.94746	0.929844	726	635801	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980a	29	.	1.88153	2.94746	0.929844	726	635801	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980b	29	.	1.88153	2.94746	0.929844	1846	636361	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980b	29	.	1.88153	2.94746	0.929844	1846	636361	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980b	29	.	1.88153	2.94746	0.929844	1846	636361	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980b	29	.	1.88153	2.94746	0.929844	1846	636361	Weak	Low
chr3	635438	637351	macs3_results/Chimp_Judith_peak_9980b	29	.	1.88153	2.94746	0.929844	1846	636361	Weak	Low
chr3	646911	648878	macs3_results/Chimp_Judith_peak_9981	39	.	1.96644	3.90598	1.54274	936	647379	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	649462	651808	macs3_results/Chimp_Judith_peak_9982	79	.	2.8223	7.98345	4.25539	1326	650125	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	652825	654025	macs3_results/Chimp_Judith_peak_9983	40	.	2.11672	4.01628	1.54274	554	653102	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	654388	655646	macs3_results/Chimp_Judith_peak_9984	25	.	1.72697	2.50205	0.742463	497	654636.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
chr3	656700	658949	macs3_results/Chimp_Judith_peak_9985a	78	.	2.79957	7.88959	4.22334	623	657011.5	Weak	Low
