chr	start	end	peak_id	score	strand	signal_value	p_value	q_value	length	peak_center	peak_strength	signal_category
chr10	19457269	19460045	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19497125	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19500997	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19517534	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19506870	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19510155	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19510155	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19510155	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19513914	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19521613	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19453634	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19453634	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19487593	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19517924	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960bf	3900	.	20.2942	390.076	384.874	79712	19517924	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19445694	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19447016	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19456505	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19462915	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19466817	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19466817	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19474569	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19475461	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19480227	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19480227	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19484245	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19493364	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19497931	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19497931	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19501803	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19518340	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19507676	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19510961	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19510961	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19510961	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19514720	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19522419	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19454440	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19454440	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19488399	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19518730	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960bg	2921	.	14.8636	292.134	287.318	81324	19518730	Strong	High
chr10	19520462	19521550	macs3_results/GM18558_peak_962	4743	.	23.2438	474.302	468.916	2176	19521550	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963a	2051	.	13.1569	205.106	200.505	3214	19535547	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963a	2051	.	13.1569	205.106	200.505	3214	19533636	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963a	2051	.	13.1569	205.106	200.505	3214	19548597	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963a	2051	.	13.1569	205.106	200.505	3214	19550859	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963a	2051	.	13.1569	205.106	200.505	3214	19558374	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963a	2051	.	13.1569	205.106	200.505	3214	19562961	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963a	2051	.	13.1569	205.106	200.505	3214	19530040	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963b	1585	.	11.1817	158.562	154.099	4648	19536264	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963b	1585	.	11.1817	158.562	154.099	4648	19534353	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963b	1585	.	11.1817	158.562	154.099	4648	19549314	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963b	1585	.	11.1817	158.562	154.099	4648	19551576	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963b	1585	.	11.1817	158.562	154.099	4648	19559091	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963b	1585	.	11.1817	158.562	154.099	4648	19563678	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963b	1585	.	11.1817	158.562	154.099	4648	19530757	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963c	1558	.	9.94279	155.802	151.345	6349	19537114.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963c	1558	.	9.94279	155.802	151.345	6349	19535203.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963c	1558	.	9.94279	155.802	151.345	6349	19550164.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963c	1558	.	9.94279	155.802	151.345	6349	19552426.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963c	1558	.	9.94279	155.802	151.345	6349	19559941.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963c	1558	.	9.94279	155.802	151.345	6349	19564528.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963c	1558	.	9.94279	155.802	151.345	6349	19531607.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963d	2131	.	13.5211	213.133	208.518	8368	19538124	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963d	2131	.	13.5211	213.133	208.518	8368	19536213	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963d	2131	.	13.5211	213.133	208.518	8368	19551174	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963d	2131	.	13.5211	213.133	208.518	8368	19553436	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963d	2131	.	13.5211	213.133	208.518	8368	19560951	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963d	2131	.	13.5211	213.133	208.518	8368	19565538	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963d	2131	.	13.5211	213.133	208.518	8368	19532617	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963e	2375	.	12.0977	237.535	232.88	10645	19539262.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963e	2375	.	12.0977	237.535	232.88	10645	19537351.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963e	2375	.	12.0977	237.535	232.88	10645	19552312.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963e	2375	.	12.0977	237.535	232.88	10645	19554574.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963e	2375	.	12.0977	237.535	232.88	10645	19562089.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963e	2375	.	12.0977	237.535	232.88	10645	19566676.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963e	2375	.	12.0977	237.535	232.88	10645	19533755.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963f	1748	.	11.8824	174.887	170.381	14963	19541421.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963f	1748	.	11.8824	174.887	170.381	14963	19539510.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963f	1748	.	11.8824	174.887	170.381	14963	19554471.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963f	1748	.	11.8824	174.887	170.381	14963	19556733.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963f	1748	.	11.8824	174.887	170.381	14963	19564248.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963f	1748	.	11.8824	174.887	170.381	14963	19568835.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963f	1748	.	11.8824	174.887	170.381	14963	19535914.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963g	1936	.	12.7099	193.686	189.121	17409	19542644.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963g	1936	.	12.7099	193.686	189.121	17409	19540733.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963g	1936	.	12.7099	193.686	189.121	17409	19555694.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963g	1936	.	12.7099	193.686	189.121	17409	19557956.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963g	1936	.	12.7099	193.686	189.121	17409	19565471.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963g	1936	.	12.7099	193.686	189.121	17409	19570058.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963g	1936	.	12.7099	193.686	189.121	17409	19537137.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963h	1994	.	12.9384	199.42	194.835	18954	19543417	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963h	1994	.	12.9384	199.42	194.835	18954	19541506	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963h	1994	.	12.9384	199.42	194.835	18954	19556467	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963h	1994	.	12.9384	199.42	194.835	18954	19558729	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963h	1994	.	12.9384	199.42	194.835	18954	19566244	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963h	1994	.	12.9384	199.42	194.835	18954	19570831	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963h	1994	.	12.9384	199.42	194.835	18954	19537910	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963i	1716	.	11.7367	171.605	167.11	20879	19544379.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963i	1716	.	11.7367	171.605	167.11	20879	19542468.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963i	1716	.	11.7367	171.605	167.11	20879	19557429.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963i	1716	.	11.7367	171.605	167.11	20879	19559691.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963i	1716	.	11.7367	171.605	167.11	20879	19567206.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963i	1716	.	11.7367	171.605	167.11	20879	19571793.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963i	1716	.	11.7367	171.605	167.11	20879	19538872.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963j	1575	.	11.1177	157.57	153.109	23534	19545707	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963j	1575	.	11.1177	157.57	153.109	23534	19543796	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963j	1575	.	11.1177	157.57	153.109	23534	19558757	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963j	1575	.	11.1177	157.57	153.109	23534	19561019	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963j	1575	.	11.1177	157.57	153.109	23534	19568534	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963j	1575	.	11.1177	157.57	153.109	23534	19573121	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963j	1575	.	11.1177	157.57	153.109	23534	19540200	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963k	1959	.	10.9609	195.949	191.377	25124	19546502	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963k	1959	.	10.9609	195.949	191.377	25124	19544591	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963k	1959	.	10.9609	195.949	191.377	25124	19559552	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963k	1959	.	10.9609	195.949	191.377	25124	19561814	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963k	1959	.	10.9609	195.949	191.377	25124	19569329	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963k	1959	.	10.9609	195.949	191.377	25124	19573916	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963k	1959	.	10.9609	195.949	191.377	25124	19540995	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963l	2317	.	14.2494	231.757	227.11	28571	19548225.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963l	2317	.	14.2494	231.757	227.11	28571	19546314.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963l	2317	.	14.2494	231.757	227.11	28571	19561275.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963l	2317	.	14.2494	231.757	227.11	28571	19563537.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963l	2317	.	14.2494	231.757	227.11	28571	19571052.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963l	2317	.	14.2494	231.757	227.11	28571	19575639.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963l	2317	.	14.2494	231.757	227.11	28571	19542718.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963m	1164	.	9.22414	116.438	112.077	33791	19550835.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963m	1164	.	9.22414	116.438	112.077	33791	19548924.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963m	1164	.	9.22414	116.438	112.077	33791	19563885.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963m	1164	.	9.22414	116.438	112.077	33791	19566147.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963m	1164	.	9.22414	116.438	112.077	33791	19573662.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963m	1164	.	9.22414	116.438	112.077	33791	19578249.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963m	1164	.	9.22414	116.438	112.077	33791	19545328.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963n	1881	.	12.465	188.169	183.62	36462	19552171	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963n	1881	.	12.465	188.169	183.62	36462	19550260	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963n	1881	.	12.465	188.169	183.62	36462	19565221	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963n	1881	.	12.465	188.169	183.62	36462	19567483	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963n	1881	.	12.465	188.169	183.62	36462	19574998	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963n	1881	.	12.465	188.169	183.62	36462	19579585	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963n	1881	.	12.465	188.169	183.62	36462	19546664	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963o	1501	.	10.79	150.141	145.701	40501	19554190.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963o	1501	.	10.79	150.141	145.701	40501	19552279.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963o	1501	.	10.79	150.141	145.701	40501	19567240.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963o	1501	.	10.79	150.141	145.701	40501	19569502.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963o	1501	.	10.79	150.141	145.701	40501	19577017.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963o	1501	.	10.79	150.141	145.701	40501	19581604.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963o	1501	.	10.79	150.141	145.701	40501	19548683.5	Strong	High
chr10	19533940	19534940	macs3_results/GM18558_peak_963p	1859	.	12.3558	185.939	181.397	42913	19555396.5	Strong	High
chr10	19532029	19533816	macs3_results/GM18558_peak_963p	1859	.	12.3558	185.939	181.397	42913	19553485.5	Strong	High
chr10	19546990	19548234	macs3_results/GM18558_peak_963p	1859	.	12.3558	185.939	181.397	42913	19568446.5	Strong	High
chr10	19549252	19551011	macs3_results/GM18558_peak_963p	1859	.	12.3558	185.939	181.397	42913	19570708.5	Strong	High
chr10	19556767	19557818	macs3_results/GM18558_peak_963p	1859	.	12.3558	185.939	181.397	42913	19578223.5	Strong	High
chr10	19561354	19562409	macs3_results/GM18558_peak_963p	1859	.	12.3558	185.939	181.397	42913	19582810.5	Strong	High
chr10	19528433	19530182	macs3_results/GM18558_peak_963p	1859	.	12.3558	185.939	181.397	42913	19549889.5	Strong	High
chr10	42397698	42399812	macs3_results/GM18558_peak_1011a	648	.	2.23399	64.8658	60.5746	1176	42398286	Strong	Low
chr10	42397698	42399812	macs3_results/GM18558_peak_1011b	678	.	2.16962	67.8135	63.519	1864	42398630	Strong	Low
chr10	42397698	42399812	macs3_results/GM18558_peak_1011c	418	.	1.87245	41.8701	37.62	2061	42398728.5	Strong	Low
chr10	42530301	42530892	macs3_results/GM18558_peak_1013a	1449	.	3.7001	144.993	140.567	447	42530524.5	Strong	Low
chr10	42530301	42530892	macs3_results/GM18558_peak_1013b	185	.	1.67056	18.5746	14.5364	1599	42531100.5	Strong	Low
chr10	45973438	45973448	macs3_results/GM18558_peak_1015	36	.	1.8419	3.67069	1.13964	496	45973686	Weak	Low
chr10	56991410	56992106	macs3_results/GM18558_peak_1038	67	.	2.26895	6.73021	3.38691	1340	56992080	Weak	Low
chr10	57477480	57478332	macs3_results/GM18558_peak_1040	39	.	1.9048	3.97072	1.29064	481	57477720.5	Weak	Low
chr10	58699100	58699674	macs3_results/GM18558_peak_1046	36	.	1.83197	3.6702	1.13964	460	58699330	Weak	Low
chr10	64003853	64004853	macs3_results/GM18558_peak_1068	79	.	2.24261	7.91231	4.41637	672	64004189	Weak	Low
chr10	67198184	67198517	macs3_results/GM18558_peak_1080	31	.	1.75914	3.10106	0.777618	496	67198432	Weak	Low
chr10	68982965	68983382	macs3_results/GM18558_peak_1086	33	.	1.79556	3.38024	0.953179	494	68983212	Weak	Low
chr10	82318019	82318370	macs3_results/GM18558_peak_1107	43	.	1.87068	4.31896	1.53811	674	82318356	Weak	Low
chr10	82882478	82883587	macs3_results/GM18558_peak_1112	75	.	2.34178	7.51187	4.05334	586	82882771	Weak	Low
chr10	83929210	83929572	macs3_results/GM18558_peak_1115	56	.	2.12329	5.62431	2.48454	480	83929450	Weak	Low
chr10	87256500	87256683	macs3_results/GM18558_peak_1126	36	.	1.83197	3.6702	1.13964	695	87256847.5	Weak	Low
chr10	87256500	87256961	macs3_results/GM18558_peak_1126	36	.	1.83197	3.6702	1.13964	695	87256847.5	Weak	Low
chr10	89716757	89717797	macs3_results/GM18558_peak_1135	43	.	1.83466	4.35259	1.56956	609	89717061.5	Weak	Low
chr10	93178326	93179388	macs3_results/GM18558_peak_1155	75	.	2.34178	7.51187	4.05334	725	93178688.5	Weak	Low
chr10	94761812	94762224	macs3_results/GM18558_peak_1162	39	.	1.86839	3.97072	1.29064	611	94762117.5	Weak	Low
chr10	98710879	98711511	macs3_results/GM18558_peak_1175	28	.	1.65694	2.8484	0.682827	532	98711145	Weak	Low
chr10	106329706	106330595	macs3_results/GM18558_peak_1195	39	.	1.86839	3.97072	1.29064	660	106330036	Weak	Low
chr10	112645389	112646070	macs3_results/GM18558_peak_1210	47	.	1.93667	4.76246	1.88269	918	112645848	Weak	Low
chr11	10981915	10982677	macs3_results/GM18558_peak_1260	49	.	2.01405	4.93349	1.98244	589	10982209.5	Weak	Low
chr11	15021463	15022088	macs3_results/GM18558_peak_1267	40	.	1.78224	4.04626	1.35357	530	15021728	Weak	Low
chr11	15024176	15025020	macs3_results/GM18558_peak_1268	39	.	1.86839	3.97072	1.29064	648	15024500	Weak	Low
chr11	16738294	16739341	macs3_results/GM18558_peak_1274	63	.	2.23253	6.35253	3.05738	499	16738543.5	Weak	Low
chr11	22237364	22237466	macs3_results/GM18558_peak_1285	33	.	1.79556	3.38024	0.953179	882	22237805	Weak	Low
chr11	26652309	26652922	macs3_results/GM18558_peak_1298	46	.	1.97763	4.60257	1.7399	513	26652565.5	Weak	Low
chr11	28212422	28213478	macs3_results/GM18558_peak_1306	75	.	2.34178	7.51187	4.05334	1670	28213257	Weak	Low
chr11	31125820	31126851	macs3_results/GM18558_peak_1315	63	.	2.19612	6.35253	3.05738	495	31126067.5	Weak	Low
chr11	33367366	33367770	macs3_results/GM18558_peak_1329	64	.	2.14295	6.48245	3.18043	591	33367661.5	Weak	Low
chr11	37588082	37589086	macs3_results/GM18558_peak_1346	30	.	1.69723	3.08799	0.777618	480	37588322	Weak	Low
chr11	51570791	51570912	macs3_results/GM18558_peak_1364	930	.	7.17812	93.0698	88.7444	628	51571105	Strong	High
chr11	55951481	55951816	macs3_results/GM18558_peak_1368	20	.	1.54066	2.09674	0.308098	464	55951713	Weak	Low
chr11	58097667	58098289	macs3_results/GM18558_peak_1371	63	.	2.23253	6.35253	3.05738	572	58097953	Weak	Low
chr11	82685558	82686373	macs3_results/GM18558_peak_1407	39	.	1.72587	3.92979	1.29064	475	82685795.5	Weak	Low
chr11	83450684	83451770	macs3_results/GM18558_peak_1412	25	.	1.6499	2.57596	0.52187	556	83450962	Weak	Low
chr11	87947900	87948683	macs3_results/GM18558_peak_1429	30	.	1.69723	3.08799	0.777618	535	87948167.5	Weak	Low
chr11	89966384	89967114	macs3_results/GM18558_peak_1441	28	.	1.68631	2.83289	0.671462	496	89966632	Weak	Low
chr11	95502827	95504530	macs3_results/GM18558_peak_1451	48	.	2.00292	4.87597	1.97496	1070	95503362	Weak	Low
chr11	98895719	98896443	macs3_results/GM18558_peak_1462	42	.	1.93969	4.27407	1.51009	491	98895964.5	Weak	Low
chr11	99033667	99034174	macs3_results/GM18558_peak_1467	52	.	2.05046	5.27413	2.20335	780	99034057	Weak	Low
chr11	103966323	103967074	macs3_results/GM18558_peak_1483	33	.	1.79556	3.38024	0.953179	574	103966610	Weak	Low
chr11	104817230	104818306	macs3_results/GM18558_peak_1492	31	.	1.60482	3.1499	0.82053	879	104817669.5	Weak	Low
chr11	107035502	107036525	macs3_results/GM18558_peak_1501	52	.	2.05046	5.27413	2.20335	510	107035757	Weak	Low
chr11	120919747	120920163	macs3_results/GM18558_peak_1534	41	.	1.85641	4.19565	1.48081	619	120920056.5	Weak	Low
chr11	120929757	120930707	macs3_results/GM18558_peak_1535	94	.	2.44355	9.4497	5.81702	828	120930171	Weak	Low
chr12	5872190	5872879	macs3_results/GM18558_peak_1557	36	.	1.83197	3.6702	1.13964	611	5872495.5	Weak	Low
chr12	10144264	10144339	macs3_results/GM18558_peak_1572	23	.	1.57707	2.3305	0.381085	452	10144490	Weak	Low
chr12	10652040	10653063	macs3_results/GM18558_peak_1584	49	.	2.01405	4.93349	1.98244	771	10652425.5	Weak	Low
chr12	14998861	14999701	macs3_results/GM18558_peak_1610	43	.	1.93012	4.36289	1.57805	595	14999158.5	Weak	Low
chr12	18296187	18296551	macs3_results/GM18558_peak_1629	39	.	1.86839	3.97072	1.29064	480	18296427	Weak	Low
chr12	19352373	19353161	macs3_results/GM18558_peak_1637	52	.	2.05046	5.27413	2.20335	491	19352618.5	Weak	Low
chr12	21009868	21010411	macs3_results/GM18558_peak_1651	36	.	1.83197	3.6702	1.13964	928	21010332	Weak	Low
chr12	22526639	22527893	macs3_results/GM18558_peak_1661a	33	.	1.79556	3.38024	0.953179	482	22526880	Weak	Low
chr12	22526639	22527893	macs3_results/GM18558_peak_1661b	39	.	1.86839	3.97072	1.29064	1258	22527268	Weak	Low
chr12	27518116	27518890	macs3_results/GM18558_peak_1691	38	.	1.75217	3.85974	1.29064	895	27518563.5	Weak	Low
chr12	39943965	39945152	macs3_results/GM18558_peak_1721a	23	.	1.61349	2.3305	0.381085	670	39944300	Weak	Low
chr12	39943965	39945152	macs3_results/GM18558_peak_1721b	33	.	1.79556	3.38024	0.953179	1207	39944568.5	Weak	Low
chr12	40442138	40443381	macs3_results/GM18558_peak_1730	48	.	1.97141	4.81262	1.9187	837	40442556.5	Weak	Low
chr12	44781067	44782681	macs3_results/GM18558_peak_1750	31	.	1.65484	3.17649	0.836052	717	44781425.5	Weak	Low
chr12	46062056	46063080	macs3_results/GM18558_peak_1758	28	.	1.49744	2.87384	0.704417	612	46062362	Weak	Low
chr12	61843495	61844130	macs3_results/GM18558_peak_1784	39	.	1.9048	3.97072	1.29064	628	61843809	Weak	Low
chr12	71750045	71750586	macs3_results/GM18558_peak_1830	28	.	1.68631	2.83289	0.671462	867	71750478.5	Weak	Low
chr12	72072862	72073471	macs3_results/GM18558_peak_1833	24	.	1.6084	2.4951	0.513049	515	72073119.5	Weak	Low
chr12	73484312	73484761	macs3_results/GM18558_peak_1841	59	.	2.1597	5.98384	2.77734	822	73484723	Weak	Low
chr12	74420756	74421299	macs3_results/GM18558_peak_1846	36	.	1.83053	3.66338	1.13964	840	74421176	Weak	Low
chr12	74420756	74421299	macs3_results/GM18558_peak_1846	36	.	1.83053	3.66338	1.13964	840	74421176	Weak	Low
chr12	78569569	78569887	macs3_results/GM18558_peak_1873	25	.	1.6499	2.57596	0.52187	464	78569801	Weak	Low
chr12	79343473	79343906	macs3_results/GM18558_peak_1875	39	.	1.86839	3.97072	1.29064	553	79343749.5	Weak	Low
chr12	85686562	85687526	macs3_results/GM18558_peak_1907	31	.	1.75914	3.10106	0.777618	597	85686860.5	Weak	Low
chr12	85686562	85687526	macs3_results/GM18558_peak_1907	31	.	1.75914	3.10106	0.777618	597	85686860.5	Weak	Low
