Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
TAF13	TAF13	chr1_random	+	31230182	31231158	0.0	0.0	0.0
IPO13	IPO13	chr1_random	+	31488221	31506185	18.780588	50.890289	84.311218
DKFZP459J2433	DKFZP459J2433	chr1_random	-	33136906	33141762	0.000000	0.000000	0.000000
C1H1orf159	C1H1orf159	chr1_random	-	34958016	34958856	1.403423	3.802895	6.300352
RHOC	RHOC	chr1_random	-	35779499	35780742	59.228466	160.493042	265.892883
FBLIM1	FBLIM1	chr1_random	+	35788272	35788954	0.407028	1.102935	1.827261
CHGB	CHGB	chr20	+	390309	404313	0.000000	0.000000	0.000000
FERMT1	FERMT1	chr20	-	559246	610050	0.0	0.0	0.0
LAMP5	LAMP5	chr20	+	4110756	4124991	0.0	0.0	0.0
PAK5	PAK5	chr20	-	4135023	4438837	0.259293	0.702614	1.164037
ANKEF1	ANKEF1	chr20	+	4658588	4681759	0.0	0.0	0.0
SNAP25	SNAP25	chr20	+	4890266	4921547	5.114914	14.708745	24.368349
MKKS	MKKS	chr20	-	5026262	5054680	14.500603	39.292690	65.097191
BTBD3	BTBD3	chr20	+	6586259	6622762	7.090603	19.213606	31.831665
NDUFAF5	NDUFAF5	chr20	+	8585428	8620130	9.215464	24.971401	41.370750
FLRT3	FLRT3	chr20	-	9183417	9195931	0.0	0.0	0.0
PCSK2	PCSK2	chr20	+	12205025	12485845	0.000000	0.000000	0.000000
ZNF133	ZNF133	chr20	+	13323389	13350864	3.549879	9.619207	15.936382
SEC23B	SEC23B	chr20	+	13560687	13614056	66.846146	181.134888	300.090729
XRN2	XRN2	chr20	+	16386844	16474881	57.915428	156.935074	259.998291
NAPB	NAPB	chr20	-	18570851	18618395	9.220571	24.985239	41.393677
PYGB	PYGB	chr20	+	20405287	20466126	21.736082	58.898872	97.579247
TMEM230	TMEM230	chr20	+	23163684	23177802	59.585922	161.461639	267.497589
PRNT	PRNT	chr20	+	23512324	23521932	0.0	0.0	0.0
PRNP	PRNP	chr20	-	23553816	23554577	24.686352	66.893303	110.823822
FASTKD5	FASTKD5	chr20	+	25145619	25159076	8.868495	24.031212	39.813110
GNRH2P	GNRH2P	chr20	-	25259705	25260135	0.0	0.0	0.0
IDH3B	IDH3B	chr20	+	25648340	25654551	75.760353	205.289963	340.109039
NOP56	NOP56	chr20	-	25654555	25660350	163.015747	441.728363	731.822510
NSFL1C	NSFL1C	chr20	+	26919197	26942564	47.631714	129.068985	213.831848
PSMF1	PSMF1	chr20	-	27226164	27276946	29.406132	79.682625	132.012207
CSNK2A1	CSNK2A1	chr20	+	27886459	27948632	77.228264	209.267593	346.698914
TPX2	TPX2	chr20	+	28945505	29007796	13.953865	37.811180	62.642735
PDRG1	PDRG1	chr20	-	29150173	29157293	28.450775	77.093864	127.723351
TM9SF4	TM9SF4	chr20	+	29317747	29370920	38.873302	105.336075	174.512955
POFUT1	POFUT1	chr20	+	29412098	29442433	12.920319	35.010551	58.002865
NOL4L	NOL4L	chr20	-	29646227	29683468	7.743536	20.982878	34.762863
MAPRE1	MAPRE1	chr20	+	30023195	30053599	124.927582	338.519806	560.834290
EIF2S2	EIF2S2	chr20	-	31263707	31288065	118.205803	320.305573	530.658264
UQCC	UQCC	chr20	-	32522699	32634015	25.367355	68.738640	113.881035
ERGIC3	ERGIC3	chr20	+	32767017	32780851	158.062531	428.306488	709.586121
RBM12	RBM12	chr20	-	32882308	32895158	33.991306	92.107201	152.596329
NFS1	NFS1	chr20	-	32898304	32930601	11.920332	32.300858	53.513645
RBM39	RBM39	chr20	-	32934862	32974463	221.530304	600.286987	994.510498
EPB41L1	EPB41L1	chr20	+	33342482	33490801	8.074934	21.880875	36.250599
AAR2	AAR2	chr20	+	33497502	33518285	15.380560	41.677135	69.047562
DLGAP4	DLGAP4	chr20	+	33781083	33813942	8.296283	22.480671	37.244293
MYL9	MYL9	chr20	+	33826723	33835158	14.194095	38.462135	63.721191
NDRG3	NDRG3	chr20	-	33944553	34039766	14.496270	39.280952	65.077744
RPN2	RPN2	chr20	+	34480146	34543311	154.548538	436.176514	722.624634
BLCAP	BLCAP	chr20	-	34822347	34833206	23.002499	62.330521	103.264534
TTI1	TTI1	chr20	-	35269427	35320689	9.375010	25.403734	42.087002
DHX35	DHX35	chr20	+	36269074	36346824	7.292077	19.759546	32.736137
LPIN3	LPIN3	chr20	+	38637373	38657123	0.0	0.0	0.0
SRSF6	SRSF6	chr20	+	40819834	40825826	81.899635	221.925751	367.669952
SGK2	SGK2	chr20	+	40926296	40963189	0.210570	0.570587	0.945307
OSER1	OSER1	chr20	-	41636326	41650955	51.396198	139.269730	230.731674
TTPAL	TTPAL	chr20	+	41936127	41955059	4.311854	11.683952	19.357098
SERINC3	SERINC3	chr20	-	41960044	41982991	27.688120	75.027283	124.299583
YWHAB	YWHAB	chr20	+	42375868	42399386	85.502251	231.687851	383.843109
TOMM34	TOMM34	chr20	-	42432530	42452581	27.885717	75.562714	125.186653
KCNS1	KCNS1	chr20	-	42589547	42598361	0.0	0.0	0.0
WFDC5	WFDC5	chr20	-	42607397	42612949	0.0	0.0	0.0
PI3	PI3	chr20	+	42679131	42680817	0.0	0.0	0.0
SEMG2	SEMG2	chr20	+	42734021	42737489	0.0	0.0	0.0
SLPI	SLPI	chr20	-	42778666	42780974	0.0	0.0	0.0
MATN4	MATN4	chr20	-	42820067	42832674	0.0	0.0	0.0
RBPJL	RBPJL	chr20	+	42833986	42844583	0.0	0.0	0.0
SDC4	SDC4	chr20	-	42852044	42875427	11.977051	32.454552	53.768272
SYS1	SYS1	chr20	+	42890412	42896211	12.561964	34.039509	56.394108
TP53TG5	TP53TG5	chr20	-	42900858	42905300	0.198980	0.539182	0.893276
DBNDD2	DBNDD2	chr20	+	42939599	42941502	29.763714	80.651566	133.617477
PIGT	PIGT	chr20	+	42947657	42957716	33.596317	91.036888	150.823105
DNTTIP1	DNTTIP1	chr20	+	43366955	43387200	11.803759	31.984978	52.990318
CTSA	CTSA	chr20	+	43470333	43478330	58.041023	157.275391	260.562103
PLTP	PLTP	chr20	-	43478269	43492243	24.879232	67.415955	111.689713
PCIF1	PCIF1	chr20	+	43515284	43528803	16.177769	43.837353	72.626450
NCOA5	NCOA5	chr20	-	43643413	43674506	24.066744	65.214333	108.042229
DKFZP459M1326	DKFZP459M1326	chr20	-	43950797	43992602	0.000000	0.000000	0.000000
ELMO2	ELMO2	chr20	-	43950797	43992608	26.021263	70.510559	116.816612
ZNF334	ZNF334	chr20	-	44090578	44102973	5.088943	13.789653	22.845663
ZMYND8	ZMYND8	chr20	-	44845100	44993751	10.369164	28.097616	46.550026
CSE1L	CSE1L	chr20	+	46749413	46801696	144.828278	392.445282	650.173950
STAU1	STAU1	chr20	-	46818049	46859186	46.765247	126.721107	209.942047
SPATA2	SPATA2	chr20	-	47628423	47639390	8.628611	23.381189	38.736206
RNF114	RNF114	chr20	+	47662492	47679802	50.274750	136.230911	225.697159
UBE2V1	UBE2V1	chr20	-	47814012	47846759	53.211887	144.189743	238.882797
PTPN1	PTPN1	chr20	+	48261293	48337850	49.732738	134.762207	223.263947
ZFP64	ZFP64	chr20	-	49972056	50005497	5.502092	14.909173	24.700403
CSTF1	CSTF1	chr20	+	54390428	54401733	26.558758	71.967010	119.229568
RTF2	RTF2	chr20	+	54471267	54524568	94.192848	255.237000	422.857574
RAE1	RAE1	chr20	+	55391595	55419651	34.612289	93.789894	155.384079
PCK1	PCK1	chr20	+	55606483	55611780	0.0	0.0	0.0
STX16	STX16	chr20	+	56747097	56774228	34.955372	94.719551	156.924271
NELFCD	NELFCD	chr20	+	57080966	57095298	7.945818	21.531008	35.670959
PHACTR3	PHACTR3	chr20	+	57803297	57975897	0.0	0.0	0.0
PSMA7	PSMA7	chr20	-	60401777	60409576	171.047760	463.492981	767.880493
MTG2	MTG2	chr20	+	60459803	60479428	11.814901	32.015171	53.040337
DIDO1	DIDO1	chr20	-	61239997	61300628	11.886118	51.842426	85.888657
STMN3	STMN3	chr20	-	62054477	62059148	0.586854	1.590215	2.634549
RTEL1	RTEL1	chr20	+	62076495	62122107	8.232536	22.307934	36.958118
LIME1	LIME1	chr20	+	62168000	62170502	4.498600	12.189982	20.195452
TPD52L2	TPD52L2	chr20	+	62301076	62328425	63.508911	172.091888	285.108978
PRPF6	PRPF6	chr20	+	62422370	62479034	140.326797	380.247467	629.965576
PCMTD2	PCMTD2	chr20	+	62697195	62716978	9.061101	24.553120	40.677773
PAK5	PAK5	chr20_random	-	26025	33816	0.0	0.0	0.0
BPIFB2	BPIFB2	chr20_random	+	5081290	5097638	0.0	0.0	0.0
HSPA13	HSPA13	chr21	-	13914256	13925889	7.525958	20.393301	33.786095
CXADR	CXADR	chr21	+	17259193	17313704	0.000000	0.000000	0.000000
BTF3L4	BTF3L4	chr21	-	17263122	17265250	0.451110	1.222386	2.025157
ATP5PF	ATP5PF	chr21	-	26202687	26213585	118.111771	320.050781	530.236206
APP	APP	chr21	-	26357428	26652417	40.272930	109.128685	180.796265
ADAMTS1	ADAMTS1	chr21	-	27329793	27339200	1.283828	3.478825	5.763457
RWDD2B	RWDD2B	chr21	-	29679959	29693254	1.492211	4.043486	6.698946
CCT8	CCT8	chr21	-	29744492	29762662	255.385010	692.023926	1146.493530
SOD1	SOD1	chr21	+	32552406	32557375	170.575607	462.213531	765.760742
TMEM50B	TMEM50B	chr21	-	34444892	34493180	14.356736	38.902851	64.451332
DNAJC28	DNAJC28	chr21	-	34501295	34505866	1.284620	3.480971	5.767012
ATP5PO	ATP5PO	chr21	-	34921956	34934304	272.505157	738.414917	1223.350586
KCNE1	KCNE1	chr21	-	35459047	35475696	0.0	0.0	0.0
RCAN1	RCAN1	chr21	-	35534872	35545256	3.970819	10.759840	17.826097
CBR1	CBR1	chr21	+	37097892	37101016	27.631321	74.873360	124.044594
MORC3	MORC3	chr21	+	37360774	37418333	13.140274	35.606571	58.990303
PIGP	PIGP	chr21	-	38183963	38194136	3.015077	8.170039	13.535509
VPS26C	VPS26C	chr21	-	38344653	38388039	46.128067	124.994522	207.081573
KCNJ6	KCNJ6	chr21	-	38752000	39004506	0.0	0.0	0.0
KCNJ15	KCNJ15	chr21	+	39304383	39336473	0.0	0.0	0.0
ETS2	ETS2	chr21	+	39870348	39885918	13.328473	36.116539	59.835178
GET1	GET1	chr21	+	40461432	40477666	2.658505	7.203826	11.934760
MX1	MX1	chr21	+	42584196	42639529	1.428983	3.872155	6.415098
TMPRSS3	TMPRSS3	chr21	-	43698406	43729968	1.180350	3.198427	5.298915
ERVH48-1	ERVH48-1	chr21	-	44309046	44316964	0.0	0.0	0.0
RRP1	RRP1	chr21	+	45256729	45271586	38.981712	105.629845	174.999619
AGPAT3	AGPAT3	chr21	+	45414248	45476409	10.140383	27.477682	45.522968
PWP2	PWP2	chr21	+	45599597	45627576	34.188087	92.640419	153.479721
PFKL	PFKL	chr21	+	45815875	45843329	81.490166	220.816193	365.831757
UBE2G2	UBE2G2	chr21	-	46309184	46345359	17.459770	47.311230	78.381706
DKFZP469I2429	DKFZP469I2429	chr21	-	46394583	46417157	17.606890	47.709885	79.042168
PTTG1IP	PTTG1IP	chr21	-	46394585	46417157	31.762638	86.068115	142.591217
PRMT2	PRMT2	chr21	+	48307716	48339465	20.378944	55.221397	91.486679
PFKL	PFKL	chr21_random	+	3102395	3106438	51.530838	139.634567	231.336105
KCNJ6	KCNJ6	chr21_random	-	3466086	3467007	0.0	0.0	0.0
BID	BID	chr22	-	14380717	14409589	32.755753	88.759186	147.049576
USP18	USP18	chr22	+	14817754	14829808	7.164580	19.414064	32.163769
DGCR2	DGCR2	chr22	-	14908765	15030816	11.404343	30.902668	51.197231
C22H22orf39	C22H22orf39	chr22	-	15366085	15367304	7.489344	20.294086	33.621723
TXNRD2	TXNRD2	chr22	-	15755820	15822442	5.655182	15.324005	25.387667
MED15	MED15	chr22	+	16503628	16618906	36.027046	97.623505	161.735321
UBE2L3	UBE2L3	chr22	+	16859923	16919363	62.712612	169.934128	281.534149
UPB1	UPB1	chr22	+	19439587	19474384	7.614986	20.634541	34.185764
HPS4	HPS4	chr22	-	21266235	21297987	15.151192	41.055611	68.017868
TFIP11	TFIP11	chr22	-	21306076	21326909	9.275611	25.134384	41.640766
PITPNB	PITPNB	chr22	-	22697944	22766440	58.429508	158.328079	262.306122
THOC5	THOC5	chr22	-	24428165	24477744	52.403694	141.999771	235.254593
UCRC	UCRC	chr22	+	24696496	24699055	59.509087	161.253448	267.152649
MTMR3	MTMR3	chr22	+	24816756	24963606	11.867382	32.157379	53.275940
CASTOR1	CASTOR1	chr22	-	25227198	25231630	1.829913	4.958567	8.214982
SEC14L2	SEC14L2	chr22	+	25340332	25360232	1.997687	5.413189	8.968166
TCN2	TCN2	chr22	+	25559423	25579728	3.302301	8.948338	14.824937
DUSP18	DUSP18	chr22	-	25604298	25620443	3.091268	8.376496	13.877552
OSBP2	OSBP2	chr22	+	25646290	25871461	0.000000	0.000000	0.000000
SMTN	SMTN	chr22	+	26050337	26068396	9.128023	24.734461	40.978203
RNF185	RNF185	chr22	+	26128564	26174921	13.284098	35.996296	59.635971
PIK3IP1	PIK3IP1	chr22	-	26249698	26260584	6.115047	16.570114	27.452127
PISD	PISD	chr22	-	26593382	26634809	25.395447	68.814751	114.007141
FBXO7	FBXO7	chr22	+	27572419	27597278	73.084892	198.040192	328.098175
TOM1	TOM1	chr22	+	30485461	30515979	27.079689	73.378593	121.568169
HMOX1	HMOX1	chr22	+	30549612	30562747	81.553780	220.988571	366.117310
APOL4	APOL4	chr22	-	31319370	31335390	2.289644	6.204313	10.278841
EIF3D	EIF3D	chr22	-	31612666	31631611	156.503067	424.080811	702.585388
LGALS1	LGALS1	chr22	+	32842426	32846807	743.591248	2014.929932	3338.185059
NOL12	NOL12	chr22	+	32856174	32862957	11.344929	30.741673	50.930504
H1-0	H1-0	chr22	+	32972330	32974530	8.577033	23.241428	38.504658
GCAT	GCAT	chr22	+	32975046	32984574	1.037697	2.811877	4.658507
POLR2F	POLR2F	chr22	+	33133209	33148190	12.343992	33.448864	55.415573
PICK1	PICK1	chr22	+	33247839	33267025	10.726052	29.064684	48.152195
JOSD1	JOSD1	chr22	-	33879455	33894150	38.820698	105.193535	174.276779
GTPBP1	GTPBP1	chr22	+	33903242	33923399	14.289026	38.719376	64.147362
SYNGR1	SYNGR1	chr22	+	34564602	34602859	1.970642	5.339904	8.846754
MIEF1	MIEF1	chr22	+	34721834	34738108	18.967709	51.397331	85.151253
SGSM3	SGSM3	chr22	+	35607247	35647997	27.845179	75.452873	125.004669
ST13	ST13	chr22	-	36063960	36096044	125.324532	339.595428	562.616272
XPNPEP3	XPNPEP3	chr22	+	36096386	36167704	1.714319	4.645339	7.696049
L3MBTL2	L3MBTL2	chr22	+	36470088	36494921	20.915245	56.674629	93.894287
RANGAP1	RANGAP1	chr22	-	36507638	36548750	42.125290	114.148087	189.112000
TEF	TEF	chr22	+	36645466	36663289	2.489143	6.744900	11.174447
TOB2	TOB2	chr22	-	36696048	36710622	25.834095	70.003372	115.976357
XRCC6	XRCC6	chr22	+	36887700	36931855	308.904297	837.046692	1386.756226
RRP7A	RRP7A	chr22	-	37806797	37815800	8.982145	24.339170	40.323318
A4GALT	A4GALT	chr22	-	38000053	38026134	0.155385	0.421051	0.697566
ARFGAP3	ARFGAP3	chr22	-	38106101	38170644	32.180565	87.200577	144.467392
PACSIN2	PACSIN2	chr22	-	38182892	38332893	34.757320	94.182892	156.035156
DKFZP459I0535	DKFZP459I0535	chr22	-	39185567	39223866	0.000000	0.000000	0.000000
SULT4A1	SULT4A1	chr22	-	39185567	39202479	0.096958	0.262730	0.435271
ATXN10	ATXN10	chr22	+	41089318	41263957	88.357079	239.423660	396.659210
TTC38	TTC38	chr22	+	41706304	41732182	1.876022	5.083509	8.421978
TRMU	TRMU	chr22	+	41776695	41798544	17.064316	46.239658	76.606407
TBC1D22A	TBC1D22A	chr22	+	42219986	42641979	18.460003	50.021587	82.872025
SELENOO	SELENOO	chr22	+	45868762	45885773	9.147870	24.788240	41.067303
PLXNB2	PLXNB2	chr22	-	45945930	45966703	7.272788	19.707281	32.649548
MIOX	MIOX	chr22	+	46168814	46171420	0.000000	0.000000	0.000000
RABL2B	RABL2B	chr22	-	46475287	46490801	18.231609	49.402706	81.846710
GTPBP1	GTPBP1	chr22_random	+	1109928	1116010	18.544682	50.251045	83.252174
EIF3D	EIF3D	chr22_random	-	1376491	1378182	151.191162	409.686951	678.738708
SNAP29	SNAP29	chr22_random	+	2556226	2588427	8.860787	24.010323	39.778503
LZTR1	LZTR1	chr22_random	+	2682578	2699988	33.920883	91.916374	152.280167
DGCR6	DGCR6	chr22_random	+	3381340	3389250	2.661101	7.210860	11.946414
MB	MB	chr22_random	-	3460928	3465545	0.233173	0.631835	1.046778
MRPS5	MRPS5	chr2a	-	3328735	3367243	35.078690	95.053711	157.477875
ZNF2	ZNF2	chr2a	+	3417253	3435703	1.977884	5.359528	8.879265
FAHD2A	FAHD2A	chr2a	+	3656745	3667146	84.511353	229.002792	379.394684
SNRNP200	SNRNP200	chr2a	-	4417723	4448232	86.033089	233.126282	386.226166
COX5B	COX5B	chr2a	+	5120885	5122992	80.932228	219.304321	363.327026
COA5	COA5	chr2a	-	6132425	6141607	17.917618	48.551876	80.437111
MGAT4A	MGAT4A	chr2a	-	6157402	6275214	3.561392	9.650405	15.988068
TXNDC9	TXNDC9	chr2a	-	6935684	6939862	22.583860	61.196125	101.385155
REV1	REV1	chr2a	-	7006126	7096328	15.025730	40.715641	67.454628
CHST10	CHST10	chr2a	-	8066181	8089404	15.804841	42.826824	70.952278
PDCL3	PDCL3	chr2a	+	8238540	8247298	22.031378	59.699047	98.904915
RPL31	RPL31	chr2a	+	8708457	8712201	2034.619019	5513.264160	9133.963867
IL1R1	IL1R1	chr2a	+	9732727	9809872	13.411732	36.342148	60.208950
IL1RL1	IL1RL1	chr2a	+	9999645	10007331	4.249633	11.575682	19.177725
MFSD9	MFSD9	chr2a	-	10399126	10419333	6.822942	18.492620	30.637192
UXS1	UXS1	chr2a	-	13990619	14090413	115.347046	312.559143	517.824585
SEPTIN10	SEPTIN10	chr2a	-	18003164	18071645	0.470219	1.274166	2.110942
PAFAH1B1	PAFAH1B1	chr2a	+	19366656	19368287	0.115357	0.312586	0.517869
MERTK	MERTK	chr2a	+	19865954	19992900	2.189506	5.932966	9.829294
ZC3H8	ZC3H8	chr2a	-	20185719	20234154	5.386780	14.596708	24.182735
POLR1B	POLR1B	chr2a	+	20515665	20557429	20.195307	54.723793	90.662277
SLC20A1	SLC20A1	chr2a	+	20628226	20647693	20.699657	56.090446	92.926453
PAX8	PAX8	chr2a	-	21242995	21304932	0.000000	0.000000	0.000000
THNSL2	THNSL2	chr2a	-	23006466	23022577	5.961954	16.155275	26.764851
FABP1	FABP1	chr2a	+	23067561	23072610	0.0	0.0	0.0
SMYD1	SMYD1	chr2a	-	23084909	23128678	0.0	0.0	0.0
KRCC1	KRCC1	chr2a	+	23174351	23181291	12.009766	32.543201	53.915142
CHMP3	CHMP3	chr2a	+	23536545	23590707	11.216431	30.393478	50.353642
MRPL35	MRPL35	chr2a	-	23915974	23930202	15.026509	40.717754	67.458130
PTCD3	PTCD3	chr2a	-	23992296	24024198	99.468346	269.532166	446.540741
POLR1A	POLR1A	chr2a	+	24024547	24113552	15.691563	42.519871	70.443741
USP39	USP39	chr2a	-	24512664	24545763	37.337601	101.174744	167.618744
VAMP8	VAMP8	chr2a	-	24580429	24585135	79.983681	216.734039	359.068726
GGCX	GGCX	chr2a	+	24597448	24610063	4.099892	11.109593	18.405542
MAT2A	MAT2A	chr2a	-	24614648	24620730	195.431824	529.567139	877.347229
ELMOD3	ELMOD3	chr2a	-	24774171	24826098	6.551470	17.752701	29.411350
TGOLN2	TGOLN2	chr2a	+	24854080	24858679	28.601814	77.503136	128.401398
TMSB10	TMSB10	chr2a	-	25298108	25299125	786.583801	2131.428223	3531.190918
SUCLG1	SUCLG1	chr2a	+	25644872	25680787	129.982742	352.217896	583.528259
CTNNA2	CTNNA2	chr2a	-	29728794	30969473	0.000000	0.000000	0.000000
LRRTM1	LRRTM1	chr2a	+	30110115	30125276	0.000000	0.000000	0.000000
LRRTM4	LRRTM4	chr2a	+	33072951	33078024	0.0	0.0	0.0
MRPL19	MRPL19	chr2a	-	34977828	34987003	29.581902	80.158920	132.801300
MRPL53	MRPL53	chr2a	+	36229047	36230001	57.434456	155.631760	257.839050
DCTN1	DCTN1	chr2a	+	36311671	36342466	47.128170	141.162262	233.867081
MOB1A	MOB1A	chr2a	+	36527672	36554994	81.571129	221.035583	366.195221
STAMBP	STAMBP	chr2a	-	36840040	36875221	29.651106	80.346436	133.111969
NAT8	NAT8	chr2a	+	37137621	37139200	0.0	0.0	0.0
CCT7	CCT7	chr2a	-	37548007	37573144	136.535339	369.973663	612.944702
RAB11FIP5	RAB11FIP5	chr2a	+	37698718	37739648	0.094063	0.254885	0.422275
EXOC6B	EXOC6B	chr2a	+	37987395	38648760	2.497717	6.768134	11.212938
DYSF	DYSF	chr2a	-	39130762	39342572	0.0	0.0	0.0
NAGK	NAGK	chr2a	-	39736716	39748151	21.957607	59.499146	98.573738
TEX261	TEX261	chr2a	+	39799593	39808730	30.709192	83.213562	137.862000
ADD2	ADD2	chr2a	+	40089010	40134573	2.887938	7.825527	12.964747
TGFA	TGFA	chr2a	+	40240292	40346387	0.000000	0.000000	0.000000
PCYOX1	PCYOX1	chr2a	-	40519286	40537086	8.793975	23.829281	39.478573
AAK1	AAK1	chr2a	+	41361803	41364071	0.0	0.0	0.0
ARHGAP25	ARHGAP25	chr2a	-	41872461	41967309	0.064271	0.174157	0.288530
APLF	APLF	chr2a	-	42147161	42256653	1.388661	3.762894	6.234081
PNO1	PNO1	chr2a	-	42561929	42579874	23.933268	64.852654	107.443016
C1D	C1D	chr2a	+	42681923	42704199	14.753819	39.978840	66.233948
SPRED2	SPRED2	chr2a	+	45371698	45494208	3.504642	9.496627	15.733301
ACTR2	ACTR2	chr2a	-	45533489	45577220	151.939514	411.714783	682.098267
CEP68	CEP68	chr2a	-	45750133	45777752	9.329706	25.280968	41.883614
SERTAD2	SERTAD2	chr2a	+	46185293	46207210	13.447188	36.438225	60.368122
LGALSL	LGALSL	chr2a	-	46385005	46392878	0.734634	1.990658	3.297974
UGP2	UGP2	chr2a	-	46954250	47006538	54.088295	146.564575	242.817230
CCT4	CCT4	chr2a	+	49003251	49023255	171.182861	463.859039	768.486938
FAM161A	FAM161A	chr2a	+	49037562	49278013	0.342687	0.928589	1.538416
PNPT1	PNPT1	chr2a	+	55334388	55394385	17.783611	48.188751	79.835526
PPP4R3B	PPP4R3B	chr2a	+	55418312	55489869	39.767654	108.587296	179.899323
RTN4	RTN4	chr2a	+	56037204	56075503	56.096485	152.006226	251.832535
ERLEC1	ERLEC1	chr2a	-	57235504	57267568	20.158089	54.622940	90.495201
ASB3	ASB3	chr2a	+	57267623	57389964	17.946184	48.629280	80.565353
GTF2A1L	GTF2A1L	chr2a	-	62602523	62674321	0.0	0.0	0.0
STON1	STON1	chr2a	-	62692172	62709938	0.526171	1.425781	2.362126
CALM2	CALM2	chr2a	+	64172739	64195541	298.023926	807.563782	1337.911377
MCFD2	MCFD2	chr2a	+	64453883	64467826	25.942560	70.297287	116.463280
SRBD1	SRBD1	chr2a	+	65762127	65996502	5.957401	16.142937	26.744411
PREPL	PREPL	chr2a	+	67038589	67081819	8.268845	22.406321	37.121117
DKFZP469K171	DKFZP469K171	chr2a	+	67038643	67080930	5.320184	14.416253	23.883768
PPM1B	PPM1B	chr2a	-	67175414	67250665	16.398907	44.436577	73.619202
MTA3	MTA3	chr2a	-	68758791	68890122	12.826386	34.756023	57.581177
COX7A2L	COX7A2L	chr2a	+	69100317	69111817	79.603569	215.704041	357.362305
SLC8A1	SLC8A1	chr2a	+	71142273	71477688	0.033450	0.090640	0.150166
MAP4K3	MAP4K3	chr2a	+	72326304	72464231	1.380346	3.740362	6.196753
SRSF7	SRSF7	chr2a	+	72990336	72998177	57.612289	156.113632	258.637390
GALM	GALM	chr2a	-	73007716	73088390	3.740201	10.134928	16.790791
CYP1B1	CYP1B1	chr2a	+	73651275	73688384	35.020832	94.896935	157.218140
FAM98A	FAM98A	chr2a	+	78382410	78401253	17.694124	47.946266	79.433784
RASGRP3	RASGRP3	chr2a	-	78423148	78557208	30.543695	82.765114	137.119049
TTC27	TTC27	chr2a	-	79178199	79380961	27.354670	74.123718	122.802635
SLC30A6	SLC30A6	chr2a	-	79803939	79863329	10.171270	27.561377	45.661629
EHD3	EHD3	chr2a	-	80782506	80819726	0.190513	0.516238	0.855265
GALNT14	GALNT14	chr2a	+	80914887	81154188	0.0	0.0	0.0
LBH	LBH	chr2a	-	81797852	81827401	9.645491	26.136656	43.301262
YPEL5	YPEL5	chr2a	-	81900537	81914176	26.366940	71.447235	118.368439
PPP1CB	PPP1CB	chr2a	-	83308040	83357635	43.166260	116.968834	193.785202
BABAM2	BABAM2	chr2a	-	83769652	84225019	23.918604	64.812912	107.377190
ZNF512	ZNF512	chr2a	-	84518470	84557444	16.254807	44.099331	73.060471
NRBP1	NRBP1	chr2a	-	84687405	84701013	120.240074	325.817902	539.790710
SNX17	SNX17	chr2a	-	84751352	84758209	57.779827	156.567627	259.389526
GTF3C2	GTF3C2	chr2a	+	84773689	84804843	35.680336	96.684013	160.178833
TRIM54	TRIM54	chr2a	-	84823930	84852709	0.000000	0.000000	0.000000
KHK	KHK	chr2a	-	85035431	85049915	0.239496	0.648969	1.075163
SLC35F6	SLC35F6	chr2a	-	85362017	85379825	4.998253	13.543907	22.438532
SELENOI	SELENOI	chr2a	-	85760219	85805059	4.578928	12.407650	20.556067
HADHA	HADHA	chr2a	+	85909035	85970964	100.327927	271.861389	450.399597
RAB10	RAB10	chr2a	-	86030704	86137205	65.486496	177.450607	293.986877
KIF3C	KIF3C	chr2a	+	86190089	86244547	0.716078	1.940377	3.214671
DNAJC27	DNAJC27	chr2a	+	87234949	87263601	2.719193	7.368274	12.207205
FKBP1B	FKBP1B	chr2a	-	88146456	88160772	0.996898	2.701323	4.475349
UBXN2A	UBXN2A	chr2a	-	88213379	88300454	7.317654	19.828854	32.850960
LDAH	LDAH	chr2a	+	91517782	91663935	6.335657	17.167908	28.442505
HS1BP3	HS1BP3	chr2a	+	91696465	91730090	5.129483	13.899506	23.027658
LAPTM4A	LAPTM4A	chr2a	+	92245754	92264587	109.256119	296.054382	490.480743
VSNL1	VSNL1	chr2a	-	94720799	94837112	0.000000	0.000000	0.000000
CYRIA	CYRIA	chr2a	+	95793651	95862692	16.866980	45.704929	75.720512
DDX1	DDX1	chr2a	-	96870791	96907972	106.220383	287.828339	476.852509
TRIB2	TRIB2	chr2a	-	99869859	99895584	5.799132	15.714070	26.033897
PDIA6	PDIA6	chr2a	+	101866394	101894805	67.878838	183.933197	304.726776
HPCAL1	HPCAL1	chr2a	-	102261728	102292666	2.894614	7.843617	12.994718
GRHL1	GRHL1	chr2a	-	102689441	102740327	0.268917	0.728692	1.207242
YWHAQ	YWHAQ	chr2a	+	103078514	103126554	121.276085	328.625244	544.441711
CPSF3	CPSF3	chr2a	-	103240227	103291930	52.430298	142.071854	235.374008
ITGB1BP1	ITGB1BP1	chr2a	+	103292374	103311427	8.165480	22.126230	36.657082
RSAD2	RSAD2	chr2a	-	105744020	105764212	0.122075	0.330790	0.548028
CMPK2	CMPK2	chr2a	+	105775482	105794199	0.824569	2.234358	3.701717
EIPR1	EIPR1	chr2a	+	109538681	109737313	41.258369	111.798965	185.220154
ACP1	ACP1	chr2a	-	112758878	112772912	59.861752	162.209061	268.735870
