Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
SLC44A2	SLC44A2	chr19_random	+	3257114	3258771	10.243667	41.464645	67.514305
PONPYGV1R1805	PONPYGV1R1805	chr19_random	+	4652628	4653557	0.0	0.0	0.0
C19H19orf53	C19H19orf53	chr19_random	+	4970412	4970824	38.527843	155.954254	253.930618
C19H19orf53	C19H19orf53	chr19_random	+	5809484	5809723	24.368097	98.637970	160.606079
IST1	IST1	chr19_random	+	6052643	6054316	0.000000	0.000000	0.000000
MYADM	MYADM	chr19_random	+	6210000	6210521	15.082376	61.050926	99.405434
ZNF507	ZNF507	chr19_random	+	6391527	6432521	3.481542	14.092699	22.946264
DKFZP459P137	DKFZP459P137	chr19_random	+	7767668	7770084	43.720810	176.974518	288.156586
NUCB1	NUCB1	chr19_random	+	7767668	7770084	14.165018	57.337620	93.359283
BSND	BSND	chr1_random	+	46535	55957	0.0	0.0	0.0
LOC100171780	LOC100171780	chr1_random	+	2275472	2276374	0.0	0.0	0.0
AGTRAP	AGTRAP	chr1_random	-	15531021	15533198	0.0	0.0	0.0
GNPAT	GNPAT	chr1_random	+	23022008	23058918	17.924814	72.556648	118.139465
MFN2	MFN2	chr1_random	+	23822362	23830502	23.505098	95.144699	154.918198
CCT3	CCT3	chr1_random	-	26858296	26871261	240.977722	975.437439	1588.244141
MSTO1	MSTO1	chr1_random	+	28311992	28314963	11.192492	45.305332	73.767853
DEGS1	DEGS1	chr1_random	+	28422102	28425839	35.500637	143.700638	233.978790
TAF13	TAF13	chr1_random	+	31230182	31231158	0.0	0.0	0.0
IPO13	IPO13	chr1_random	+	31488221	31506185	10.910905	44.165516	71.911957
DKFZP459J2433	DKFZP459J2433	chr1_random	-	33136906	33141762	0.000000	0.000000	0.000000
C1H1orf159	C1H1orf159	chr1_random	-	34958016	34958856	0.228606	0.925359	1.506704
RHOC	RHOC	chr1_random	-	35779499	35780742	78.734451	318.703857	518.925659
FBLIM1	FBLIM1	chr1_random	+	35788272	35788954	0.849195	3.437399	5.596903
CHGB	CHGB	chr20	+	390309	404313	0.0	0.0	0.0
FERMT1	FERMT1	chr20	-	559246	610050	0.114057	0.461684	0.751731
LAMP5	LAMP5	chr20	+	4110756	4124991	0.0	0.0	0.0
PAK5	PAK5	chr20	-	4135023	4438837	1.583827	6.411067	10.438741
ANKEF1	ANKEF1	chr20	+	4658588	4681759	0.0	0.0	0.0
SNAP25	SNAP25	chr20	+	4890266	4921547	2.232763	9.591283	15.616888
MKKS	MKKS	chr20	-	5026262	5054680	14.780820	59.830284	97.417931
BTBD3	BTBD3	chr20	+	6586259	6622762	0.384700	1.557201	2.535494
NDUFAF5	NDUFAF5	chr20	+	8585428	8620130	8.264893	33.454899	54.472530
FLRT3	FLRT3	chr20	-	9183417	9195931	0.955182	3.866417	6.295446
PCSK2	PCSK2	chr20	+	12205025	12485845	0.0	0.0	0.0
ZNF133	ZNF133	chr20	+	13323389	13350864	1.567642	6.345552	10.332067
SEC23B	SEC23B	chr20	+	13560687	13614056	62.870773	254.490356	414.370789
XRN2	XRN2	chr20	+	16386844	16474881	35.834061	145.050278	236.176331
NAPB	NAPB	chr20	-	18570851	18618395	2.609398	10.562406	17.198109
PYGB	PYGB	chr20	+	20405287	20466126	13.486086	54.589417	88.884552
TMEM230	TMEM230	chr20	+	23163684	23177802	61.123940	247.419464	402.857727
PRNT	PRNT	chr20	+	23512324	23521932	0.0	0.0	0.0
PRNP	PRNP	chr20	-	23553816	23554577	2.022310	8.185972	13.328709
FASTKD5	FASTKD5	chr20	+	25145619	25159076	8.339311	33.756130	54.963009
GNRH2P	GNRH2P	chr20	-	25259705	25260135	0.000000	0.000000	0.000000
IDH3B	IDH3B	chr20	+	25648340	25654551	40.948494	165.752640	269.884705
NOP56	NOP56	chr20	-	25654555	25660350	128.744904	521.137817	848.536255
NSFL1C	NSFL1C	chr20	+	26919197	26942564	32.248711	130.537384	212.545883
PSMF1	PSMF1	chr20	-	27226164	27276946	20.517992	83.053398	135.230667
CSNK2A1	CSNK2A1	chr20	+	27886459	27948632	53.194122	215.320892	350.593628
TPX2	TPX2	chr20	+	28945505	29007796	11.351931	45.950714	74.818687
PDRG1	PDRG1	chr20	-	29150173	29157293	22.094006	89.432831	145.617920
TM9SF4	TM9SF4	chr20	+	29317747	29370920	23.846893	96.528229	157.170914
POFUT1	POFUT1	chr20	+	29412098	29442433	13.052258	52.833351	86.025261
NOL4L	NOL4L	chr20	-	29646227	29683468	0.850348	3.442066	5.604502
MAPRE1	MAPRE1	chr20	+	30023195	30053599	87.976318	356.113403	579.837280
EIF2S2	EIF2S2	chr20	-	31263707	31288065	77.399879	313.301727	510.129730
UQCC	UQCC	chr20	-	32522699	32634015	9.538232	38.609165	62.864906
ERGIC3	ERGIC3	chr20	+	32767017	32780851	179.433197	726.315430	1182.614258
RBM12	RBM12	chr20	-	32882308	32895158	30.594952	123.843231	201.646240
NFS1	NFS1	chr20	-	32898304	32930601	13.230668	53.555527	87.201134
RBM39	RBM39	chr20	-	32934862	32974463	81.998001	331.914185	540.435181
EPB41L1	EPB41L1	chr20	+	33342482	33490801	2.225725	9.009361	14.669383
AAR2	AAR2	chr20	+	33497502	33518285	7.034597	28.474869	46.363857
DLGAP4	DLGAP4	chr20	+	33781083	33813942	4.237300	17.151880	27.927340
MYL9	MYL9	chr20	+	33826723	33835158	11.049789	44.727695	72.827324
NDRG3	NDRG3	chr20	-	33944553	34039766	8.437604	34.154007	55.610844
RPN2	RPN2	chr20	+	34480146	34543311	102.263039	432.527588	704.257751
BLCAP	BLCAP	chr20	-	34822347	34833206	15.212237	61.576588	100.261322
TTI1	TTI1	chr20	-	35269427	35320689	9.914263	40.131271	65.343262
DHX35	DHX35	chr20	+	36269074	36346824	5.661136	22.915331	37.311607
LPIN3	LPIN3	chr20	+	38637373	38657123	0.0	0.0	0.0
SRSF6	SRSF6	chr20	+	40819834	40825826	46.642673	188.801712	307.414093
SGK2	SGK2	chr20	+	40926296	40963189	0.0	0.0	0.0
OSER1	OSER1	chr20	-	41636326	41650955	9.243681	37.416870	60.923565
TTPAL	TTPAL	chr20	+	41936127	41955059	2.476583	10.024793	16.322746
SERINC3	SERINC3	chr20	-	41960044	41982991	12.787578	51.761971	84.280800
YWHAB	YWHAB	chr20	+	42375868	42399386	105.533287	427.181061	695.552368
TOMM34	TOMM34	chr20	-	42432530	42452581	19.841669	80.315750	130.773148
KCNS1	KCNS1	chr20	-	42589547	42598361	0.000000	0.000000	0.000000
WFDC5	WFDC5	chr20	-	42607397	42612949	0.000000	0.000000	0.000000
PI3	PI3	chr20	+	42679131	42680817	0.000000	0.000000	0.000000
SEMG2	SEMG2	chr20	+	42734021	42737489	0.000000	0.000000	0.000000
SLPI	SLPI	chr20	-	42778666	42780974	0.000000	0.000000	0.000000
MATN4	MATN4	chr20	-	42820067	42832674	0.000000	0.000000	0.000000
RBPJL	RBPJL	chr20	+	42833986	42844583	0.000000	0.000000	0.000000
SDC4	SDC4	chr20	-	42852044	42875427	2.086542	8.445972	13.752050
SYS1	SYS1	chr20	+	42890412	42896211	9.021132	36.516033	59.456779
TP53TG5	TP53TG5	chr20	-	42900858	42905300	0.000000	0.000000	0.000000
DBNDD2	DBNDD2	chr20	+	42939599	42941502	9.431787	38.178291	62.163338
PIGT	PIGT	chr20	+	42947657	42957716	12.216436	49.450089	80.516495
DNTTIP1	DNTTIP1	chr20	+	43366955	43387200	8.431723	34.130199	55.572083
CTSA	CTSA	chr20	+	43470333	43478330	44.989170	182.108612	296.516144
PLTP	PLTP	chr20	-	43478269	43492243	0.542330	2.195261	3.574407
PCIF1	PCIF1	chr20	+	43515284	43528803	11.370885	46.027435	74.943611
NCOA5	NCOA5	chr20	-	43643413	43674506	14.173921	57.373653	93.417953
DKFZP459M1326	DKFZP459M1326	chr20	-	43950797	43992602	0.000000	0.000000	0.000000
ELMO2	ELMO2	chr20	-	43950797	43992608	15.419155	62.414158	101.625084
ZNF334	ZNF334	chr20	-	44090578	44102973	0.065136	0.263660	0.429301
ZMYND8	ZMYND8	chr20	-	44845100	44993751	2.941752	11.907720	19.388597
CSE1L	CSE1L	chr20	+	46749413	46801696	91.016815	368.420807	599.876709
STAU1	STAU1	chr20	-	46818049	46859186	30.919466	125.156815	203.785049
SPATA2	SPATA2	chr20	-	47628423	47639390	5.934253	24.020863	39.111675
RNF114	RNF114	chr20	+	47662492	47679802	32.163254	130.191467	211.982651
UBE2V1	UBE2V1	chr20	-	47814012	47846759	55.971478	226.563171	368.898682
PTPN1	PTPN1	chr20	+	48261293	48337850	15.914785	64.420387	104.891701
ZFP64	ZFP64	chr20	-	49972056	50005497	3.477860	14.077795	22.921997
CSTF1	CSTF1	chr20	+	54390428	54401733	16.279953	65.898521	107.298462
RTF2	RTF2	chr20	+	54471267	54524568	34.975246	141.573944	230.516037
RAE1	RAE1	chr20	+	55391595	55419651	14.372781	58.178608	94.728607
PCK1	PCK1	chr20	+	55606483	55611780	0.0	0.0	0.0
STX16	STX16	chr20	+	56747097	56774228	14.775345	59.808121	97.381844
NELFCD	NELFCD	chr20	+	57080966	57095298	9.385715	37.991798	61.859688
PHACTR3	PHACTR3	chr20	+	57803297	57975897	0.0	0.0	0.0
PSMA7	PSMA7	chr20	-	60401777	60409576	157.043610	635.686218	1035.048340
MTG2	MTG2	chr20	+	60459803	60479428	4.406941	17.838560	29.045416
DIDO1	DIDO1	chr20	-	61239997	61300628	3.978580	33.223434	54.095654
STMN3	STMN3	chr20	-	62054477	62059148	0.351869	1.424307	2.319110
RTEL1	RTEL1	chr20	+	62076495	62122107	2.523124	10.213182	16.629490
LIME1	LIME1	chr20	+	62168000	62170502	0.185455	0.750691	1.222303
TPD52L2	TPD52L2	chr20	+	62301076	62328425	43.355747	175.496796	285.750519
PRPF6	PRPF6	chr20	+	62422370	62479034	76.551903	309.869293	504.540863
PCMTD2	PCMTD2	chr20	+	62697195	62716978	4.464841	18.072927	29.427025
PAK5	PAK5	chr20_random	-	26025	33816	0.757900	3.067852	4.995193
BPIFB2	BPIFB2	chr20_random	+	5081290	5097638	0.0	0.0	0.0
HSPA13	HSPA13	chr21	-	13914256	13925889	3.621632	14.659760	23.869574
CXADR	CXADR	chr21	+	17259193	17313704	0.000000	0.000000	0.000000
BTF3L4	BTF3L4	chr21	-	17263122	17265250	0.982050	3.975174	6.472528
ATP5PF	ATP5PF	chr21	-	26202687	26213585	124.241165	502.907410	818.852844
APP	APP	chr21	-	26357428	26652417	50.223270	203.295380	331.013245
ADAMTS1	ADAMTS1	chr21	-	27329793	27339200	0.000000	0.000000	0.000000
RWDD2B	RWDD2B	chr21	-	29679959	29693254	2.821759	11.422008	18.597744
CCT8	CCT8	chr21	-	29744492	29762662	213.468109	864.083130	1406.932861
SOD1	SOD1	chr21	+	32552406	32557375	186.339722	754.271973	1228.134155
TMEM50B	TMEM50B	chr21	-	34444892	34493180	13.080888	52.949238	86.213959
DNAJC28	DNAJC28	chr21	-	34501295	34505866	0.233353	0.944574	1.537991
ATP5PO	ATP5PO	chr21	-	34921956	34934304	248.822922	1007.193481	1639.950562
KCNE1	KCNE1	chr21	-	35459047	35475696	0.0	0.0	0.0
RCAN1	RCAN1	chr21	-	35534872	35545256	6.313153	25.554585	41.608940
CBR1	CBR1	chr21	+	37097892	37101016	13.931236	56.391304	91.818451
MORC3	MORC3	chr21	+	37360774	37418333	4.937363	19.985619	32.541340
PIGP	PIGP	chr21	-	38183963	38194136	2.432923	9.848065	16.034990
VPS26C	VPS26C	chr21	-	38344653	38388039	19.746994	79.932526	130.149155
KCNJ6	KCNJ6	chr21	-	38752000	39004506	0.0	0.0	0.0
KCNJ15	KCNJ15	chr21	+	39304383	39336473	0.0	0.0	0.0
ETS2	ETS2	chr21	+	39870348	39885918	1.569739	6.354041	10.345889
GET1	GET1	chr21	+	40461432	40477666	2.392674	9.685143	15.769716
MX1	MX1	chr21	+	42584196	42639529	0.000000	0.000000	0.000000
TMPRSS3	TMPRSS3	chr21	-	43698406	43729968	0.070156	0.283980	0.462387
ERVH48-1	ERVH48-1	chr21	-	44309046	44316964	0.0	0.0	0.0
RRP1	RRP1	chr21	+	45256729	45271586	31.805433	128.743073	209.624329
AGPAT3	AGPAT3	chr21	+	45414248	45476409	9.831259	39.795288	64.796196
PWP2	PWP2	chr21	+	45599597	45627576	26.959934	109.129280	177.688431
PFKL	PFKL	chr21	+	45815875	45843329	14.939103	60.470985	98.461143
UBE2G2	UBE2G2	chr21	-	46309184	46345359	20.350080	82.373718	134.123993
DKFZP469I2429	DKFZP469I2429	chr21	-	46394583	46417157	32.442081	131.320114	213.820374
PTTG1IP	PTTG1IP	chr21	-	46394585	46417157	0.000000	0.000000	0.000000
PRMT2	PRMT2	chr21	+	48307716	48339465	25.380882	102.737556	167.281174
PFKL	PFKL	chr21_random	+	3102395	3106438	11.072269	44.818691	72.975487
KCNJ6	KCNJ6	chr21_random	-	3466086	3467007	0.0	0.0	0.0
BID	BID	chr22	-	14380717	14409589	11.672526	47.248432	76.931679
USP18	USP18	chr22	+	14817754	14829808	16.610018	67.234566	109.473869
DGCR2	DGCR2	chr22	-	14908765	15030816	7.980958	32.305580	52.601166
C22H22orf39	C22H22orf39	chr22	-	15366085	15367304	6.747541	27.312916	44.471920
TXNRD2	TXNRD2	chr22	-	15755820	15822442	4.878370	19.746822	32.152527
MED15	MED15	chr22	+	16503628	16618906	20.123110	81.454971	132.628067
UBE2L3	UBE2L3	chr22	+	16859923	16919363	57.317944	232.013443	377.773071
UPB1	UPB1	chr22	+	19439587	19474384	2.156456	8.728972	14.212843
HPS4	HPS4	chr22	-	21266235	21297987	7.462070	30.205208	49.181263
TFIP11	TFIP11	chr22	-	21306076	21326909	5.281577	21.378939	34.809994
PITPNB	PITPNB	chr22	-	22697944	22766440	38.862556	157.309113	256.136658
THOC5	THOC5	chr22	-	24428165	24477744	53.906471	218.204361	355.288605
UCRC	UCRC	chr22	+	24696496	24699055	43.449997	175.878296	286.371704
MTMR3	MTMR3	chr22	+	24816756	24963606	3.983622	16.125034	26.255390
CASTOR1	CASTOR1	chr22	-	25227198	25231630	1.049562	4.248451	6.917489
SEC14L2	SEC14L2	chr22	+	25340332	25360232	0.109411	0.442877	0.721110
TCN2	TCN2	chr22	+	25559423	25579728	2.479603	10.037017	16.342651
DUSP18	DUSP18	chr22	-	25604298	25620443	1.734745	7.021957	11.433415
OSBP2	OSBP2	chr22	+	25646290	25871461	0.000000	0.000000	0.000000
SMTN	SMTN	chr22	+	26050337	26068396	0.833041	3.372010	5.490435
RNF185	RNF185	chr22	+	26128564	26174921	9.634034	38.996952	63.496315
PIK3IP1	PIK3IP1	chr22	-	26249698	26260584	1.285893	5.205079	8.475107
PISD	PISD	chr22	-	26593382	26634809	13.649664	55.251553	89.962662
FBXO7	FBXO7	chr22	+	27572419	27597278	40.663715	164.599899	268.007782
TOM1	TOM1	chr22	+	30485461	30515979	12.507741	50.629238	82.436440
HMOX1	HMOX1	chr22	+	30549612	30562747	5.460307	22.102407	35.987976
APOL4	APOL4	chr22	-	31319370	31335390	0.704756	2.852734	4.644929
EIF3D	EIF3D	chr22	-	31612666	31631611	160.434158	649.410583	1057.394897
LGALS1	LGALS1	chr22	+	32842426	32846807	692.284180	2802.250244	4562.729980
NOL12	NOL12	chr22	+	32856174	32862957	9.568655	38.732311	63.065414
H1-0	H1-0	chr22	+	32972330	32974530	1.795547	7.268074	11.834151
GCAT	GCAT	chr22	+	32975046	32984574	1.320082	5.343471	8.700441
POLR2F	POLR2F	chr22	+	33133209	33148190	13.886143	56.208778	91.521255
PICK1	PICK1	chr22	+	33247839	33267025	3.858674	15.619267	25.431879
JOSD1	JOSD1	chr22	-	33879455	33894150	24.772003	100.272919	163.268158
GTPBP1	GTPBP1	chr22	+	33903242	33923399	9.875866	39.975849	65.090187
SYNGR1	SYNGR1	chr22	+	34564602	34602859	0.000000	0.000000	0.000000
MIEF1	MIEF1	chr22	+	34721834	34738108	13.855129	56.083241	91.316849
SGSM3	SGSM3	chr22	+	35607247	35647997	19.716167	79.807739	129.945984
ST13	ST13	chr22	-	36063960	36096044	112.922157	457.089966	744.251160
XPNPEP3	XPNPEP3	chr22	+	36096386	36167704	1.632920	6.609790	10.762311
L3MBTL2	L3MBTL2	chr22	+	36470088	36494921	19.912987	80.604431	131.243179
RANGAP1	RANGAP1	chr22	-	36507638	36548750	49.303383	199.571838	324.950409
TEF	TEF	chr22	+	36645466	36663289	1.961943	7.941617	12.930840
TOB2	TOB2	chr22	-	36696048	36710622	15.646275	63.333496	103.121994
XRCC6	XRCC6	chr22	+	36887700	36931855	285.596771	1156.047852	1882.320801
RRP7A	RRP7A	chr22	-	37806797	37815800	10.362197	41.944435	68.295517
A4GALT	A4GALT	chr22	-	38000053	38026134	0.000000	0.000000	0.000000
ARFGAP3	ARFGAP3	chr22	-	38106101	38170644	29.611233	119.861313	195.162704
PACSIN2	PACSIN2	chr22	-	38182892	38332893	26.125210	105.750473	172.186920
DKFZP459I0535	DKFZP459I0535	chr22	-	39185567	39223866	0.0	0.0	0.0
SULT4A1	SULT4A1	chr22	-	39185567	39202479	0.0	0.0	0.0
ATXN10	ATXN10	chr22	+	41089318	41263957	59.380978	240.364243	391.370148
TTC38	TTC38	chr22	+	41706304	41732182	8.144530	32.967693	53.679245
TRMU	TRMU	chr22	+	41776695	41798544	10.286334	41.637356	67.795517
TBC1D22A	TBC1D22A	chr22	+	42219986	42641979	9.604830	38.878742	63.303837
SELENOO	SELENOO	chr22	+	45868762	45885773	2.637938	10.677931	17.386211
PLXNB2	PLXNB2	chr22	-	45945930	45966703	0.354024	1.433030	2.333313
MIOX	MIOX	chr22	+	46168814	46171420	0.000000	0.000000	0.000000
RABL2B	RABL2B	chr22	-	46475287	46490801	8.319972	33.677853	54.835552
GTPBP1	GTPBP1	chr22_random	+	1109928	1116010	8.256975	33.422852	54.420349
EIF3D	EIF3D	chr22_random	-	1376491	1378182	159.473007	645.520020	1051.060059
SNAP29	SNAP29	chr22_random	+	2556226	2588427	10.114523	40.941895	66.663139
LZTR1	LZTR1	chr22_random	+	2682578	2699988	15.438372	62.491943	101.751740
DGCR6	DGCR6	chr22_random	+	3381340	3389250	1.520099	6.153106	10.018720
MB	MB	chr22_random	-	3460928	3465545	0.0	0.0	0.0
MRPS5	MRPS5	chr2a	-	3328735	3367243	22.793089	92.262604	150.225449
ZNF2	ZNF2	chr2a	+	3417253	3435703	0.521837	2.112309	3.439341
FAHD2A	FAHD2A	chr2a	+	3656745	3667146	47.091648	190.619095	310.373230
SNRNP200	SNRNP200	chr2a	-	4417723	4448232	53.359943	215.992111	351.686523
COX5B	COX5B	chr2a	+	5120885	5122992	66.644760	269.766815	439.244537
COA5	COA5	chr2a	-	6132425	6141607	7.776316	31.477226	51.252407
MGAT4A	MGAT4A	chr2a	-	6157402	6275214	1.246958	5.047477	8.218493
TXNDC9	TXNDC9	chr2a	-	6935684	6939862	20.781645	84.120621	136.968353
REV1	REV1	chr2a	-	7006126	7096328	9.579417	38.775875	63.136345
CHST10	CHST10	chr2a	-	8066181	8089404	19.864948	80.409981	130.926575
PDCL3	PDCL3	chr2a	+	8238540	8247298	21.131336	85.536102	139.273117
RPL31	RPL31	chr2a	+	8708457	8712201	1501.962646	6079.693359	9899.185547
IL1R1	IL1R1	chr2a	+	9732727	9809872	3.812968	15.434255	25.130638
IL1RL1	IL1RL1	chr2a	+	9999645	10007331	0.728609	2.949287	4.802141
MFSD9	MFSD9	chr2a	-	10399126	10419333	4.405351	17.838470	29.045271
UXS1	UXS1	chr2a	-	13990619	14090413	31.505911	127.530647	207.650208
SEPTIN10	SEPTIN10	chr2a	-	18003164	18071645	2.698433	10.922805	17.784924
PAFAH1B1	PAFAH1B1	chr2a	+	19366656	19368287	0.118492	0.479636	0.780961
MERTK	MERTK	chr2a	+	19865954	19992900	0.066621	0.269671	0.439088
ZC3H8	ZC3H8	chr2a	-	20185719	20234154	2.668771	10.802738	17.589426
POLR1B	POLR1B	chr2a	+	20515665	20557429	10.759693	43.553436	70.915344
SLC20A1	SLC20A1	chr2a	+	20628226	20647693	15.014162	60.774815	98.955841
PAX8	PAX8	chr2a	-	21242995	21304932	0.000000	0.000000	0.000000
THNSL2	THNSL2	chr2a	-	23006466	23022577	7.670936	31.050663	50.557865
FABP1	FABP1	chr2a	+	23067561	23072610	0.0	0.0	0.0
SMYD1	SMYD1	chr2a	-	23084909	23128678	0.0	0.0	0.0
KRCC1	KRCC1	chr2a	+	23174351	23181291	4.771484	19.314165	31.448057
CHMP3	CHMP3	chr2a	+	23536545	23590707	10.218520	41.362858	67.348564
MRPL35	MRPL35	chr2a	-	23915974	23930202	15.108469	61.156548	99.577408
PTCD3	PTCD3	chr2a	-	23992296	24024198	78.296814	316.932404	516.041321
POLR1A	POLR1A	chr2a	+	24024547	24113552	13.076003	52.929466	86.181763
USP39	USP39	chr2a	-	24512664	24545763	38.306717	155.059174	252.473190
VAMP8	VAMP8	chr2a	-	24580429	24585135	66.755196	270.213837	439.972382
GGCX	GGCX	chr2a	+	24597448	24610063	1.625912	6.581419	10.716116
MAT2A	MAT2A	chr2a	-	24614648	24620730	70.727402	286.292664	466.152527
ELMOD3	ELMOD3	chr2a	-	24774171	24826098	2.319043	9.387096	15.284427
TGOLN2	TGOLN2	chr2a	+	24854080	24858679	17.364798	70.289787	114.448494
TMSB10	TMSB10	chr2a	-	25298108	25299125	545.801025	2209.311035	3597.283691
SUCLG1	SUCLG1	chr2a	+	25644872	25680787	83.259415	337.020172	548.748962
CTNNA2	CTNNA2	chr2a	-	29728794	30969473	0.0	0.0	0.0
LRRTM1	LRRTM1	chr2a	+	30110115	30125276	0.0	0.0	0.0
LRRTM4	LRRTM4	chr2a	+	33072951	33078024	0.0	0.0	0.0
MRPL19	MRPL19	chr2a	-	34977828	34987003	17.124260	69.316132	112.863152
MRPL53	MRPL53	chr2a	+	36229047	36230001	10.806402	43.742504	71.223198
DCTN1	DCTN1	chr2a	+	36311671	36342466	30.807913	137.846390	224.446701
MOB1A	MOB1A	chr2a	+	36527672	36554994	54.552605	220.819794	359.547150
STAMBP	STAMBP	chr2a	-	36840040	36875221	17.548901	71.035004	115.661880
NAT8	NAT8	chr2a	+	37137621	37139200	0.0	0.0	0.0
CCT7	CCT7	chr2a	-	37548007	37573144	131.224960	531.176636	864.881897
RAB11FIP5	RAB11FIP5	chr2a	+	37698718	37739648	0.146103	0.591400	0.962941
EXOC6B	EXOC6B	chr2a	+	37987395	38648760	3.450979	13.968985	22.744829
DYSF	DYSF	chr2a	-	39130762	39342572	0.0	0.0	0.0
NAGK	NAGK	chr2a	-	39736716	39748151	19.516277	78.998619	128.628540
TEX261	TEX261	chr2a	+	39799593	39808730	18.626059	75.395164	122.761253
ADD2	ADD2	chr2a	+	40089010	40134573	0.100547	0.406997	0.662689
TGFA	TGFA	chr2a	+	40240292	40346387	0.0	0.0	0.0
PCYOX1	PCYOX1	chr2a	-	40519286	40537086	3.693173	14.949346	24.341089
AAK1	AAK1	chr2a	+	41361803	41364071	0.0	0.0	0.0
ARHGAP25	ARHGAP25	chr2a	-	41872461	41967309	1.174845	4.755575	7.743208
APLF	APLF	chr2a	-	42147161	42256653	0.832863	3.371290	5.489262
PNO1	PNO1	chr2a	-	42561929	42579874	20.833073	84.328789	137.307312
C1D	C1D	chr2a	+	42681923	42704199	8.290207	33.557365	54.639374
SPRED2	SPRED2	chr2a	+	45371698	45494208	1.395985	5.650713	9.200705
ACTR2	ACTR2	chr2a	-	45533489	45577220	145.330902	588.275085	957.851746
CEP68	CEP68	chr2a	-	45750133	45777752	7.359130	29.788525	48.502800
SERTAD2	SERTAD2	chr2a	+	46185293	46207210	9.128537	36.950787	60.164669
LGALSL	LGALSL	chr2a	-	46385005	46392878	2.969408	12.019666	19.570875
UGP2	UGP2	chr2a	-	46954250	47006538	42.035503	170.152664	277.049011
CCT4	CCT4	chr2a	+	49003251	49023255	188.423828	762.708069	1241.870117
FAM161A	FAM161A	chr2a	+	49037562	49278013	1.048393	4.243719	6.909784
PNPT1	PNPT1	chr2a	+	55334388	55394385	17.756298	71.874512	117.028809
PPP4R3B	PPP4R3B	chr2a	+	55418312	55489869	25.239443	102.768852	167.332123
RTN4	RTN4	chr2a	+	56037204	56075503	45.583679	184.515091	300.434448
ERLEC1	ERLEC1	chr2a	-	57235504	57267568	11.018084	44.599354	72.618362
ASB3	ASB3	chr2a	+	57267623	57389964	10.724459	43.410812	70.683128
GTF2A1L	GTF2A1L	chr2a	-	62602523	62674321	0.0	0.0	0.0
STON1	STON1	chr2a	-	62692172	62709938	0.068814	0.278548	0.453542
CALM2	CALM2	chr2a	+	64172739	64195541	286.207214	1158.518799	1886.343994
MCFD2	MCFD2	chr2a	+	64453883	64467826	10.467620	42.371170	68.990341
SRBD1	SRBD1	chr2a	+	65762127	65996502	6.922037	28.019247	45.621994
PREPL	PREPL	chr2a	+	67038589	67081819	5.898192	23.874891	38.874001
DKFZP469K171	DKFZP469K171	chr2a	+	67038643	67080930	5.119763	20.723942	33.743507
PPM1B	PPM1B	chr2a	-	67175414	67250665	11.175812	45.237816	73.657921
MTA3	MTA3	chr2a	-	68758791	68890122	13.577499	54.959438	89.487030
COX7A2L	COX7A2L	chr2a	+	69100317	69111817	42.104340	170.431320	277.502716
SLC8A1	SLC8A1	chr2a	+	71142273	71477688	2.056029	8.322461	13.550946
MAP4K3	MAP4K3	chr2a	+	72326304	72464231	0.000000	0.000000	0.000000
SRSF7	SRSF7	chr2a	+	72990336	72998177	37.830265	153.130585	249.332977
GALM	GALM	chr2a	-	73007716	73088390	0.344809	1.395729	2.272579
CYP1B1	CYP1B1	chr2a	+	73651275	73688384	0.986413	3.992835	6.501284
FAM98A	FAM98A	chr2a	+	78382410	78401253	22.202961	89.873871	146.336014
RASGRP3	RASGRP3	chr2a	-	78423148	78557208	15.183673	61.460964	100.073067
TTC27	TTC27	chr2a	-	79178199	79380961	23.944134	96.921837	157.811798
SLC30A6	SLC30A6	chr2a	-	79803939	79863329	4.668690	18.898077	30.770559
EHD3	EHD3	chr2a	-	80782506	80819726	3.337924	13.511357	21.999702
GALNT14	GALNT14	chr2a	+	80914887	81154188	0.000000	0.000000	0.000000
LBH	LBH	chr2a	-	81797852	81827401	4.381124	17.734056	28.875259
YPEL5	YPEL5	chr2a	-	81900537	81914176	21.452318	86.835388	141.388657
PPP1CB	PPP1CB	chr2a	-	83308040	83357635	26.751987	108.287560	176.317902
BABAM2	BABAM2	chr2a	-	83769652	84225019	20.037333	81.107765	132.062729
ZNF512	ZNF512	chr2a	-	84518470	84557444	8.044641	32.592075	53.067646
NRBP1	NRBP1	chr2a	-	84687405	84701013	71.407120	289.044037	470.632446
SNX17	SNX17	chr2a	-	84751352	84758209	47.040451	190.411865	310.035797
GTF3C2	GTF3C2	chr2a	+	84773689	84804843	25.218092	102.078606	166.208252
TRIM54	TRIM54	chr2a	-	84823930	84852709	0.000000	0.000000	0.000000
KHK	KHK	chr2a	-	85035431	85049915	0.565126	2.287535	3.724652
SLC35F6	SLC35F6	chr2a	-	85362017	85379825	2.790824	11.296787	18.393856
SELENOI	SELENOI	chr2a	-	85760219	85805059	5.396430	21.843843	35.566971
HADHA	HADHA	chr2a	+	85909035	85970964	80.454521	325.666443	530.262329
RAB10	RAB10	chr2a	-	86030704	86137205	34.628159	140.168976	228.228439
KIF3C	KIF3C	chr2a	+	86190089	86244547	0.672172	2.720840	4.430174
DNAJC27	DNAJC27	chr2a	+	87234949	87263601	0.867720	3.512385	5.718998
FKBP1B	FKBP1B	chr2a	-	88146456	88160772	0.0	0.0	0.0
