Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
KLK7	KLK7	chr19	-	52584098	52591270	0.0	0.0	0.0
ETFB	ETFB	chr19	-	52986327	53006762	250.024765	773.996765	821.044067
ZNF615	ZNF615	chr19	-	53467885	53484927	0.268468	0.849158	0.900773
ZNF614	ZNF614	chr19	-	53489879	53506524	1.530810	4.738899	5.026952
PPP2R1A	PPP2R1A	chr19	+	53676849	53714082	225.857712	699.183289	741.683105
ERVV-2	ERVV-2	chr19	+	54726932	54733583	0.0	0.0	0.0
ZNF665	ZNF665	chr19	-	54857956	54881831	0.683814	2.116870	2.245543
PONPYGV1R1804	PONPYGV1R1804	chr19	+	55017185	55018090	0.0	0.0	0.0
ZNF813	ZNF813	chr19	+	55213775	55249545	0.599695	1.856464	1.969309
ZNF331	ZNF331	chr19	+	55295102	55333787	1.557903	4.822770	5.115921
MYADM	MYADM	chr19	+	55640065	55648929	0.339589	1.051259	1.115160
TNNI3	TNNI3	chr19	-	57023435	57028540	0.0	0.0	0.0
ISOC2	ISOC2	chr19	-	57349847	57353994	40.860085	126.489769	134.178421
ZNF547	ZNF547	chr19	+	59406818	59422184	0.000000	0.000000	0.000000
TRAPPC2	TRAPPC2	chr19	+	59406964	59410852	1.502527	4.651343	4.934075
ZNF549	ZNF549	chr19	+	59582168	59596295	1.759519	5.446908	5.777998
ZNF8	ZNF8	chr19	+	60401932	60421981	0.315330	0.976161	1.035497
ZNF446	ZNF446	chr19	+	60603190	60608321	6.028130	18.661165	19.795481
CPT1C	CPT1C	chr19_random	+	2640535	2650481	8.463957	26.201706	27.794374
COX6B1	COX6B1	chr19_random	+	2990902	3466033	28.501202	88.230614	93.593704
NUCB1	NUCB1	chr19_random	+	3003032	3008111	0.000000	0.000000	0.000000
DKFZP459P137	DKFZP459P137	chr19_random	+	3003074	3008111	6.404545	19.826426	21.031572
SLC44A2	SLC44A2	chr19_random	+	3257114	3258771	3.182750	9.852777	10.451676
PONPYGV1R1805	PONPYGV1R1805	chr19_random	+	4652628	4653557	0.0	0.0	0.0
C19H19orf53	C19H19orf53	chr19_random	+	4970412	4970824	346.401947	1072.349731	1137.532349
C19H19orf53	C19H19orf53	chr19_random	+	5809484	5809723	166.180969	514.443176	545.713562
IST1	IST1	chr19_random	+	6052643	6054316	0.000000	0.000000	0.000000
MYADM	MYADM	chr19_random	+	6210000	6210521	14.093870	43.630119	46.282169
ZNF507	ZNF507	chr19_random	+	6391527	6432521	1.625974	5.033496	5.339457
DKFZP459P137	DKFZP459P137	chr19_random	+	7767668	7770084	6.982821	21.616583	22.930544
NUCB1	NUCB1	chr19_random	+	7767668	7770084	1.484371	4.595138	4.874453
BSND	BSND	chr1_random	+	46535	55957	0.0	0.0	0.0
LOC100171780	LOC100171780	chr1_random	+	2275472	2276374	0.0	0.0	0.0
AGTRAP	AGTRAP	chr1_random	-	15531021	15533198	0.0	0.0	0.0
GNPAT	GNPAT	chr1_random	+	23022008	23058918	9.286646	28.748487	30.495962
MFN2	MFN2	chr1_random	+	23822362	23830502	2.111224	6.535675	6.932945
CCT3	CCT3	chr1_random	-	26858296	26871261	80.774338	250.051544	265.250885
MSTO1	MSTO1	chr1_random	+	28311992	28314963	17.982653	55.668552	59.052357
DEGS1	DEGS1	chr1_random	+	28422102	28425839	8.678621	26.866238	28.499298
TAF13	TAF13	chr1_random	+	31230182	31231158	0.0	0.0	0.0
IPO13	IPO13	chr1_random	+	31488221	31506185	2.110528	6.533520	6.930659
DKFZP459J2433	DKFZP459J2433	chr1_random	-	33136906	33141762	0.0	0.0	0.0
C1H1orf159	C1H1orf159	chr1_random	-	34958016	34958856	0.543399	1.682190	1.784441
RHOC	RHOC	chr1_random	-	35779499	35780742	126.216515	390.725983	414.476227
FBLIM1	FBLIM1	chr1_random	+	35788272	35788954	0.0	0.0	0.0
CHGB	CHGB	chr20	+	390309	404313	0.0	0.0	0.0
FERMT1	FERMT1	chr20	-	559246	610050	0.505560	1.565052	1.660184
LAMP5	LAMP5	chr20	+	4110756	4124991	0.0	0.0	0.0
PAK5	PAK5	chr20	-	4135023	4438837	0.0	0.0	0.0
ANKEF1	ANKEF1	chr20	+	4658588	4681759	0.373174	1.155228	1.225448
SNAP25	SNAP25	chr20	+	4890266	4921547	61.966408	203.574799	215.949081
MKKS	MKKS	chr20	-	5026262	5054680	31.126003	96.356171	102.213165
BTBD3	BTBD3	chr20	+	6586259	6622762	0.843909	2.612473	2.771271
NDUFAF5	NDUFAF5	chr20	+	8585428	8620130	15.746832	48.747162	51.710251
FLRT3	FLRT3	chr20	-	9183417	9195931	0.212185	0.656857	0.696784
PCSK2	PCSK2	chr20	+	12205025	12485845	0.0	0.0	0.0
ZNF133	ZNF133	chr20	+	13323389	13350864	4.602452	14.247721	15.113767
SEC23B	SEC23B	chr20	+	13560687	13614056	18.905125	58.524223	62.081612
XRN2	XRN2	chr20	+	16386844	16474881	7.010974	21.703733	23.022995
NAPB	NAPB	chr20	-	18570851	18618395	1.680190	5.201331	5.517494
PYGB	PYGB	chr20	+	20405287	20466126	10.676422	33.050789	35.059780
TMEM230	TMEM230	chr20	+	23163684	23177802	36.350704	112.530167	119.370293
PRNT	PRNT	chr20	+	23512324	23521932	0.0	0.0	0.0
PRNP	PRNP	chr20	-	23553816	23554577	0.997375	3.087554	3.275231
FASTKD5	FASTKD5	chr20	+	25145619	25159076	3.019339	9.346909	9.915059
GNRH2P	GNRH2P	chr20	-	25259705	25260135	0.0	0.0	0.0
IDH3B	IDH3B	chr20	+	25648340	25654551	53.945366	166.997604	177.148544
NOP56	NOP56	chr20	-	25654555	25660350	174.446060	540.029297	572.854858
NSFL1C	NSFL1C	chr20	+	26919197	26942564	104.568436	323.710480	343.387146
PSMF1	PSMF1	chr20	-	27226164	27276946	7.899148	24.453238	25.939625
CSNK2A1	CSNK2A1	chr20	+	27886459	27948632	10.567506	32.713623	34.702114
TPX2	TPX2	chr20	+	28945505	29007796	18.609833	57.610092	61.111916
PDRG1	PDRG1	chr20	-	29150173	29157293	50.655815	156.814209	166.346146
TM9SF4	TM9SF4	chr20	+	29317747	29370920	3.643638	11.279539	11.965164
POFUT1	POFUT1	chr20	+	29412098	29442433	6.537042	20.236593	21.466673
NOL4L	NOL4L	chr20	-	29646227	29683468	2.038996	6.312080	6.695759
MAPRE1	MAPRE1	chr20	+	30023195	30053599	42.623119	131.947556	139.967972
EIF2S2	EIF2S2	chr20	-	31263707	31288065	133.783707	414.151611	439.325745
UQCC	UQCC	chr20	-	32522699	32634015	28.884617	89.417542	94.852776
ERGIC3	ERGIC3	chr20	+	32767017	32780851	122.112061	378.019897	400.997833
RBM12	RBM12	chr20	-	32882308	32895158	17.021946	52.694504	55.897533
NFS1	NFS1	chr20	-	32898304	32930601	0.641333	1.985362	2.106042
RBM39	RBM39	chr20	-	32934862	32974463	61.447262	190.221085	201.783646
EPB41L1	EPB41L1	chr20	+	33342482	33490801	0.000000	0.000000	0.000000
AAR2	AAR2	chr20	+	33497502	33518285	8.326606	25.776510	27.343334
DLGAP4	DLGAP4	chr20	+	33781083	33813942	7.117797	22.034424	23.373785
MYL9	MYL9	chr20	+	33826723	33835158	4.779922	14.797111	15.696551
NDRG3	NDRG3	chr20	-	33944553	34039766	4.023059	12.454104	13.211126
RPN2	RPN2	chr20	+	34480146	34543311	94.584946	305.061859	323.605011
BLCAP	BLCAP	chr20	-	34822347	34833206	38.171501	118.166771	125.349518
TTI1	TTI1	chr20	-	35269427	35320689	0.734881	2.274957	2.413240
DHX35	DHX35	chr20	+	36269074	36346824	1.089751	3.373521	3.578580
LPIN3	LPIN3	chr20	+	38637373	38657123	0.0	0.0	0.0
SRSF6	SRSF6	chr20	+	40819834	40825826	29.876122	92.486923	98.108734
SGK2	SGK2	chr20	+	40926296	40963189	0.000000	0.000000	0.000000
OSER1	OSER1	chr20	-	41636326	41650955	24.653040	76.317932	80.956909
TTPAL	TTPAL	chr20	+	41936127	41955059	1.541990	4.773509	5.063665
SERINC3	SERINC3	chr20	-	41960044	41982991	0.797930	2.470136	2.620283
YWHAB	YWHAB	chr20	+	42375868	42399386	127.088135	393.424255	417.338501
TOMM34	TOMM34	chr20	-	42432530	42452581	17.144802	53.074829	56.300976
KCNS1	KCNS1	chr20	-	42589547	42598361	0.0	0.0	0.0
WFDC5	WFDC5	chr20	-	42607397	42612949	0.0	0.0	0.0
PI3	PI3	chr20	+	42679131	42680817	0.0	0.0	0.0
SEMG2	SEMG2	chr20	+	42734021	42737489	0.0	0.0	0.0
SLPI	SLPI	chr20	-	42778666	42780974	0.0	0.0	0.0
MATN4	MATN4	chr20	-	42820067	42832674	0.0	0.0	0.0
RBPJL	RBPJL	chr20	+	42833986	42844583	0.0	0.0	0.0
SDC4	SDC4	chr20	-	42852044	42875427	2.849086	8.819860	9.355974
SYS1	SYS1	chr20	+	42890412	42896211	7.525788	23.297434	24.713566
TP53TG5	TP53TG5	chr20	-	42900858	42905300	0.0	0.0	0.0
DBNDD2	DBNDD2	chr20	+	42939599	42941502	0.0	0.0	0.0
PIGT	PIGT	chr20	+	42947657	42957716	12.662775	39.199905	41.582668
DNTTIP1	DNTTIP1	chr20	+	43366955	43387200	1.566500	4.849383	5.144153
CTSA	CTSA	chr20	+	43470333	43478330	45.630646	141.257889	149.844238
PLTP	PLTP	chr20	-	43478269	43492243	5.919976	18.326355	19.440319
PCIF1	PCIF1	chr20	+	43515284	43528803	9.503962	29.421227	31.209595
NCOA5	NCOA5	chr20	-	43643413	43674506	10.475645	32.429249	34.400459
DKFZP459M1326	DKFZP459M1326	chr20	-	43950797	43992602	0.000000	0.000000	0.000000
ELMO2	ELMO2	chr20	-	43950797	43992608	3.732893	11.555843	12.258265
ZNF334	ZNF334	chr20	-	44090578	44102973	0.0	0.0	0.0
ZMYND8	ZMYND8	chr20	-	44845100	44993751	0.862341	2.669532	2.831799
CSE1L	CSE1L	chr20	+	46749413	46801696	97.475418	301.752747	320.094757
STAU1	STAU1	chr20	-	46818049	46859186	15.716334	48.652748	51.610096
SPATA2	SPATA2	chr20	-	47628423	47639390	3.633126	11.246998	11.930644
RNF114	RNF114	chr20	+	47662492	47679802	24.549976	75.998878	80.618462
UBE2V1	UBE2V1	chr20	-	47814012	47846759	96.658203	299.222900	317.411133
PTPN1	PTPN1	chr20	+	48261293	48337850	10.032896	31.058640	32.946537
ZFP64	ZFP64	chr20	-	49972056	50005497	0.000000	0.000000	0.000000
CSTF1	CSTF1	chr20	+	54390428	54401733	18.675636	57.813801	61.328007
RTF2	RTF2	chr20	+	54471267	54524568	38.700493	119.804367	127.086647
RAE1	RAE1	chr20	+	55391595	55419651	23.243027	71.952980	76.326637
PCK1	PCK1	chr20	+	55606483	55611780	0.0	0.0	0.0
STX16	STX16	chr20	+	56747097	56774228	2.923322	9.049670	9.599754
NELFCD	NELFCD	chr20	+	57080966	57095298	8.867050	27.449554	29.118071
PHACTR3	PHACTR3	chr20	+	57803297	57975897	0.0	0.0	0.0
PSMA7	PSMA7	chr20	-	60401777	60409576	757.194519	2344.032227	2486.513916
MTG2	MTG2	chr20	+	60459803	60479428	7.138946	22.099895	23.443235
DIDO1	DIDO1	chr20	-	61239997	61300628	1.110981	3.869963	4.105198
STMN3	STMN3	chr20	-	62054477	62059148	2.092232	6.476882	6.870578
RTEL1	RTEL1	chr20	+	62076495	62122107	3.827489	11.848683	12.568904
LIME1	LIME1	chr20	+	62168000	62170502	6.725367	20.819588	22.085104
TPD52L2	TPD52L2	chr20	+	62301076	62328425	78.553902	243.177765	257.959320
PRPF6	PRPF6	chr20	+	62422370	62479034	218.485336	676.360779	717.473328
PCMTD2	PCMTD2	chr20	+	62697195	62716978	1.367931	4.234677	4.492082
PAK5	PAK5	chr20_random	-	26025	33816	0.0	0.0	0.0
BPIFB2	BPIFB2	chr20_random	+	5081290	5097638	0.0	0.0	0.0
HSPA13	HSPA13	chr21	-	13914256	13925889	3.191345	9.879384	10.479901
CXADR	CXADR	chr21	+	17259193	17313704	0.0	0.0	0.0
BTF3L4	BTF3L4	chr21	-	17263122	17265250	0.0	0.0	0.0
ATP5PF	ATP5PF	chr21	-	26202687	26213585	440.849030	1364.727783	1447.682495
APP	APP	chr21	-	26357428	26652417	6.196236	19.181568	20.347515
ADAMTS1	ADAMTS1	chr21	-	27329793	27339200	0.0	0.0	0.0
RWDD2B	RWDD2B	chr21	-	29679959	29693254	0.851840	2.637024	2.797316
CCT8	CCT8	chr21	-	29744492	29762662	232.263763	719.014404	762.719604
SOD1	SOD1	chr21	+	32552406	32557375	766.200562	2371.912109	2516.088623
TMEM50B	TMEM50B	chr21	-	34444892	34493180	4.922172	15.237472	16.163679
DNAJC28	DNAJC28	chr21	-	34501295	34505866	2.241603	6.939286	7.361090
ATP5PO	ATP5PO	chr21	-	34921956	34934304	703.711487	2178.465820	2310.883789
KCNE1	KCNE1	chr21	-	35459047	35475696	0.0	0.0	0.0
RCAN1	RCAN1	chr21	-	35534872	35545256	0.000000	0.000000	0.000000
CBR1	CBR1	chr21	+	37097892	37101016	73.465614	227.426056	241.250137
MORC3	MORC3	chr21	+	37360774	37418333	1.611556	4.988863	5.292110
PIGP	PIGP	chr21	-	38183963	38194136	1.272000	3.937706	4.177059
VPS26C	VPS26C	chr21	-	38344653	38388039	12.062729	37.342354	39.612206
KCNJ6	KCNJ6	chr21	-	38752000	39004506	0.0	0.0	0.0
KCNJ15	KCNJ15	chr21	+	39304383	39336473	0.0	0.0	0.0
ETS2	ETS2	chr21	+	39870348	39885918	3.807703	11.787432	12.503929
GET1	GET1	chr21	+	40461432	40477666	0.281319	0.870874	0.923810
MX1	MX1	chr21	+	42584196	42639529	2.971221	9.197950	9.757047
TMPRSS3	TMPRSS3	chr21	-	43698406	43729968	0.0	0.0	0.0
ERVH48-1	ERVH48-1	chr21	-	44309046	44316964	0.0	0.0	0.0
RRP1	RRP1	chr21	+	45256729	45271586	130.831497	405.012512	429.631134
AGPAT3	AGPAT3	chr21	+	45414248	45476409	3.104285	9.609874	10.194010
PWP2	PWP2	chr21	+	45599597	45627576	35.872723	111.050484	117.800682
PFKL	PFKL	chr21	+	45815875	45843329	9.739718	30.151056	31.983784
UBE2G2	UBE2G2	chr21	-	46309184	46345359	12.152947	37.621643	39.908466
DKFZP469I2429	DKFZP469I2429	chr21	-	46394583	46417157	13.699806	42.410221	44.988121
PTTG1IP	PTTG1IP	chr21	-	46394585	46417157	0.000000	0.000000	0.000000
PRMT2	PRMT2	chr21	+	48307716	48339465	45.884510	142.043777	150.677902
PFKL	PFKL	chr21_random	+	3102395	3106438	31.496023	97.501625	103.428253
KCNJ6	KCNJ6	chr21_random	-	3466086	3467007	0.0	0.0	0.0
BID	BID	chr22	-	14380717	14409589	31.298601	96.890472	102.779953
USP18	USP18	chr22	+	14817754	14829808	0.0	0.0	0.0
DGCR2	DGCR2	chr22	-	14908765	15030816	5.973163	18.491003	19.614977
C22H22orf39	C22H22orf39	chr22	-	15366085	15367304	6.024590	18.650206	19.783855
TXNRD2	TXNRD2	chr22	-	15755820	15822442	12.127623	37.543243	39.825306
MED15	MED15	chr22	+	16503628	16618906	13.904350	43.043427	45.659813
UBE2L3	UBE2L3	chr22	+	16859923	16919363	65.775894	203.621155	215.998245
UPB1	UPB1	chr22	+	19439587	19474384	5.472667	16.941629	17.971422
HPS4	HPS4	chr22	-	21266235	21297987	6.286564	19.461193	20.644140
TFIP11	TFIP11	chr22	-	21306076	21326909	9.914365	30.691706	32.557297
PITPNB	PITPNB	chr22	-	22697944	22766440	30.137974	93.297539	98.968613
THOC5	THOC5	chr22	-	24428165	24477744	105.630157	326.997192	346.873718
UCRC	UCRC	chr22	+	24696496	24699055	417.752258	1293.227417	1371.836182
MTMR3	MTMR3	chr22	+	24816756	24963606	1.134967	3.513495	3.727062
CASTOR1	CASTOR1	chr22	-	25227198	25231630	5.741222	17.772987	18.853317
SEC14L2	SEC14L2	chr22	+	25340332	25360232	0.000000	0.000000	0.000000
TCN2	TCN2	chr22	+	25559423	25579728	2.384414	7.381383	7.830060
DUSP18	DUSP18	chr22	-	25604298	25620443	5.443268	16.850616	17.874882
OSBP2	OSBP2	chr22	+	25646290	25871461	0.338129	1.046739	1.110365
SMTN	SMTN	chr22	+	26050337	26068396	3.721150	11.519491	12.219702
RNF185	RNF185	chr22	+	26128564	26174921	5.483344	16.974680	18.006485
PIK3IP1	PIK3IP1	chr22	-	26249698	26260584	0.079716	0.246775	0.261775
PISD	PISD	chr22	-	26593382	26634809	14.422850	44.648537	47.362495
FBXO7	FBXO7	chr22	+	27572419	27597278	43.442036	134.482681	142.657181
TOM1	TOM1	chr22	+	30485461	30515979	20.312187	62.880039	66.702202
HMOX1	HMOX1	chr22	+	30549612	30562747	2.544814	7.877931	8.356790
APOL4	APOL4	chr22	-	31319370	31335390	1.476540	4.570896	4.848737
EIF3D	EIF3D	chr22	-	31612666	31631611	45.010151	139.337036	147.806641
LGALS1	LGALS1	chr22	+	32842426	32846807	1340.000977	4148.214844	4400.363770
NOL12	NOL12	chr22	+	32856174	32862957	40.254482	124.615005	132.189728
H1-0	H1-0	chr22	+	32972330	32974530	18.445707	57.102016	60.572956
GCAT	GCAT	chr22	+	32975046	32984574	11.439260	35.412292	37.564827
POLR2F	POLR2F	chr22	+	33133209	33148190	74.444283	230.455719	244.463928
PICK1	PICK1	chr22	+	33247839	33267025	7.250661	22.445728	23.810091
JOSD1	JOSD1	chr22	-	33879455	33894150	17.573914	54.403217	57.710114
GTPBP1	GTPBP1	chr22	+	33903242	33923399	9.123830	28.244461	29.961298
SYNGR1	SYNGR1	chr22	+	34564602	34602859	1.248743	3.865709	4.100686
MIEF1	MIEF1	chr22	+	34721834	34738108	9.037824	27.978214	29.678867
SGSM3	SGSM3	chr22	+	35607247	35647997	28.500237	88.227623	93.590530
ST13	ST13	chr22	-	36063960	36096044	69.012184	213.639664	226.625732
XPNPEP3	XPNPEP3	chr22	+	36096386	36167704	1.396417	4.322861	4.585625
L3MBTL2	L3MBTL2	chr22	+	36470088	36494921	15.002349	46.442478	49.265480
RANGAP1	RANGAP1	chr22	-	36507638	36548750	113.974747	352.829407	374.276093
TEF	TEF	chr22	+	36645466	36663289	0.928555	2.874510	3.049236
TOB2	TOB2	chr22	-	36696048	36710622	3.351107	10.373956	11.004536
XRCC6	XRCC6	chr22	+	36887700	36931855	381.614990	1181.358032	1253.166748
RRP7A	RRP7A	chr22	-	37806797	37815800	45.856312	141.956497	150.585297
A4GALT	A4GALT	chr22	-	38000053	38026134	0.582051	1.801844	1.911369
ARFGAP3	ARFGAP3	chr22	-	38106101	38170644	5.834260	18.061005	19.158840
PACSIN2	PACSIN2	chr22	-	38182892	38332893	6.212295	19.231281	20.400251
DKFZP459I0535	DKFZP459I0535	chr22	-	39185567	39223866	0.000000	0.000000	0.000000
SULT4A1	SULT4A1	chr22	-	39185567	39202479	1.191729	3.689212	3.913460
ATXN10	ATXN10	chr22	+	41089318	41263957	54.828690	169.732101	180.049240
TTC38	TTC38	chr22	+	41706304	41732182	11.022265	34.121410	36.195477
TRMU	TRMU	chr22	+	41776695	41798544	30.795300	95.332405	101.127174
TBC1D22A	TBC1D22A	chr22	+	42219986	42641979	19.740141	61.109169	64.823677
SELENOO	SELENOO	chr22	+	45868762	45885773	32.095291	99.356766	105.396156
PLXNB2	PLXNB2	chr22	-	45945930	45966703	0.998412	3.090765	3.278636
MIOX	MIOX	chr22	+	46168814	46171420	0.0	0.0	0.0
RABL2B	RABL2B	chr22	-	46475287	46490801	1.447081	4.479700	4.751998
GTPBP1	GTPBP1	chr22_random	+	1109928	1116010	0.000000	0.000000	0.000000
EIF3D	EIF3D	chr22_random	-	1376491	1378182	596.381409	1846.206177	1958.427856
SNAP29	SNAP29	chr22_random	+	2556226	2588427	4.391885	13.595872	14.422296
LZTR1	LZTR1	chr22_random	+	2682578	2699988	9.330419	28.883995	30.639706
DGCR6	DGCR6	chr22_random	+	3381340	3389250	6.423933	19.886444	21.095240
MB	MB	chr22_random	-	3460928	3465545	0.0	0.0	0.0
MRPS5	MRPS5	chr2a	-	3328735	3367243	25.022263	77.460930	82.169380
ZNF2	ZNF2	chr2a	+	3417253	3435703	0.000000	0.000000	0.000000
FAHD2A	FAHD2A	chr2a	+	3656745	3667146	141.482559	437.984772	464.607635
SNRNP200	SNRNP200	chr2a	-	4417723	4448232	15.371004	47.583717	50.476086
COX5B	COX5B	chr2a	+	5120885	5122992	872.622192	2701.359375	2865.561279
COA5	COA5	chr2a	-	6132425	6141607	8.387300	25.964399	27.542643
MGAT4A	MGAT4A	chr2a	-	6157402	6275214	0.000000	0.000000	0.000000
TXNDC9	TXNDC9	chr2a	-	6935684	6939862	0.0	0.0	0.0
REV1	REV1	chr2a	-	7006126	7096328	3.004678	9.301522	9.866915
CHST10	CHST10	chr2a	-	8066181	8089404	13.635441	42.210968	44.776756
PDCL3	PDCL3	chr2a	+	8238540	8247298	49.805859	154.183029	163.555038
RPL31	RPL31	chr2a	+	8708457	8712201	3064.454346	9486.571289	10063.211914
IL1R1	IL1R1	chr2a	+	9732727	9809872	1.673435	5.180420	5.495311
IL1RL1	IL1RL1	chr2a	+	9999645	10007331	0.0	0.0	0.0
MFSD9	MFSD9	chr2a	-	10399126	10419333	0.000000	0.000000	0.000000
UXS1	UXS1	chr2a	-	13990619	14090413	14.445319	44.718090	47.436275
SEPTIN10	SEPTIN10	chr2a	-	18003164	18071645	0.0	0.0	0.0
PAFAH1B1	PAFAH1B1	chr2a	+	19366656	19368287	0.0	0.0	0.0
MERTK	MERTK	chr2a	+	19865954	19992900	0.0	0.0	0.0
ZC3H8	ZC3H8	chr2a	-	20185719	20234154	1.796018	5.559898	5.897856
POLR1B	POLR1B	chr2a	+	20515665	20557429	2.641791	8.178142	8.675248
SLC20A1	SLC20A1	chr2a	+	20628226	20647693	9.308672	28.816673	30.568293
PAX8	PAX8	chr2a	-	21242995	21304932	0.0	0.0	0.0
THNSL2	THNSL2	chr2a	-	23006466	23022577	25.302244	78.327660	83.088799
FABP1	FABP1	chr2a	+	23067561	23072610	0.0	0.0	0.0
SMYD1	SMYD1	chr2a	-	23084909	23128678	0.0	0.0	0.0
KRCC1	KRCC1	chr2a	+	23174351	23181291	5.604167	17.348711	18.403250
CHMP3	CHMP3	chr2a	+	23536545	23590707	10.615803	32.863132	34.860714
MRPL35	MRPL35	chr2a	-	23915974	23930202	24.869743	76.988777	81.668533
PTCD3	PTCD3	chr2a	-	23992296	24024198	29.055946	89.947929	95.415398
POLR1A	POLR1A	chr2a	+	24024547	24113552	4.935671	15.279260	16.208008
USP39	USP39	chr2a	-	24512664	24545763	36.750988	113.769310	120.684769
VAMP8	VAMP8	chr2a	-	24580429	24585135	620.671326	1921.400146	2038.192017
GGCX	GGCX	chr2a	+	24597448	24610063	2.864746	8.868338	9.407399
MAT2A	MAT2A	chr2a	-	24614648	24620730	43.887371	135.861267	144.119598
ELMOD3	ELMOD3	chr2a	-	24774171	24826098	2.609206	8.077268	8.568244
TGOLN2	TGOLN2	chr2a	+	24854080	24858679	24.867271	76.981125	81.660416
TMSB10	TMSB10	chr2a	-	25298108	25299125	11659.622070	36094.464844	38288.460938
SUCLG1	SUCLG1	chr2a	+	25644872	25680787	98.327583	304.390778	322.893127
CTNNA2	CTNNA2	chr2a	-	29728794	30969473	0.0	0.0	0.0
LRRTM1	LRRTM1	chr2a	+	30110115	30125276	0.0	0.0	0.0
LRRTM4	LRRTM4	chr2a	+	33072951	33078024	0.0	0.0	0.0
MRPL19	MRPL19	chr2a	-	34977828	34987003	5.656538	17.510834	18.575228
MRPL53	MRPL53	chr2a	+	36229047	36230001	74.743904	231.383255	245.447845
DCTN1	DCTN1	chr2a	+	36311671	36342466	44.551048	150.274796	159.409225
MOB1A	MOB1A	chr2a	+	36527672	36554994	19.455355	60.227562	63.888485
STAMBP	STAMBP	chr2a	-	36840040	36875221	12.927702	40.020035	42.452648
NAT8	NAT8	chr2a	+	37137621	37139200	0.0	0.0	0.0
CCT7	CCT7	chr2a	-	37548007	37573144	129.267059	400.169495	424.493744
RAB11FIP5	RAB11FIP5	chr2a	+	37698718	37739648	0.946005	2.928529	3.106539
EXOC6B	EXOC6B	chr2a	+	37987395	38648760	1.038728	3.215570	3.411028
DYSF	DYSF	chr2a	-	39130762	39342572	0.0	0.0	0.0
NAGK	NAGK	chr2a	-	39736716	39748151	46.218147	143.076614	151.773514
TEX261	TEX261	chr2a	+	39799593	39808730	11.841295	36.656868	38.885048
ADD2	ADD2	chr2a	+	40089010	40134573	0.482673	1.494201	1.585026
TGFA	TGFA	chr2a	+	40240292	40346387	0.0	0.0	0.0
PCYOX1	PCYOX1	chr2a	-	40519286	40537086	0.451406	1.397409	1.482350
AAK1	AAK1	chr2a	+	41361803	41364071	0.0	0.0	0.0
ARHGAP25	ARHGAP25	chr2a	-	41872461	41967309	4.223710	13.075256	13.870034
APLF	APLF	chr2a	-	42147161	42256653	0.464084	1.436656	1.523983
PNO1	PNO1	chr2a	-	42561929	42579874	8.705668	26.949966	28.588118
C1D	C1D	chr2a	+	42681923	42704199	7.635669	23.637594	25.074402
SPRED2	SPRED2	chr2a	+	45371698	45494208	0.0	0.0	0.0
ACTR2	ACTR2	chr2a	-	45533489	45577220	48.455387	150.002380	159.120270
CEP68	CEP68	chr2a	-	45750133	45777752	0.000000	0.000000	0.000000
SERTAD2	SERTAD2	chr2a	+	46185293	46207210	3.742207	11.584677	12.288850
LGALSL	LGALSL	chr2a	-	46385005	46392878	0.426326	1.319769	1.399991
UGP2	UGP2	chr2a	-	46954250	47006538	23.617085	73.110947	77.554985
CCT4	CCT4	chr2a	+	49003251	49023255	253.737228	785.489380	833.235291
FAM161A	FAM161A	chr2a	+	49037562	49278013	0.000000	0.000000	0.000000
PNPT1	PNPT1	chr2a	+	55334388	55394385	2.960596	9.165059	9.722157
PPP4R3B	PPP4R3B	chr2a	+	55418312	55489869	4.369312	13.525993	14.348169
RTN4	RTN4	chr2a	+	56037204	56075503	21.005360	65.025879	68.978470
ERLEC1	ERLEC1	chr2a	-	57235504	57267568	14.538019	45.005062	47.740688
ASB3	ASB3	chr2a	+	57267623	57389964	1.390535	4.304652	4.566310
GTF2A1L	GTF2A1L	chr2a	-	62602523	62674321	0.0	0.0	0.0
STON1	STON1	chr2a	-	62692172	62709938	0.0	0.0	0.0
CALM2	CALM2	chr2a	+	64172739	64195541	208.749344	646.221252	685.501770
MCFD2	MCFD2	chr2a	+	64453883	64467826	6.695975	20.728598	21.988585
SRBD1	SRBD1	chr2a	+	65762127	65996502	0.481977	1.492047	1.582741
PREPL	PREPL	chr2a	+	67038589	67081819	1.995765	6.178251	6.553795
DKFZP469K171	DKFZP469K171	chr2a	+	67038643	67080930	0.000000	0.000000	0.000000
PPM1B	PPM1B	chr2a	-	67175414	67250665	5.768718	17.858107	18.943611
MTA3	MTA3	chr2a	-	68758791	68890122	8.514787	26.359058	27.961292
COX7A2L	COX7A2L	chr2a	+	69100317	69111817	19.585228	60.629608	64.314972
SLC8A1	SLC8A1	chr2a	+	71142273	71477688	0.0	0.0	0.0
MAP4K3	MAP4K3	chr2a	+	72326304	72464231	0.0	0.0	0.0
SRSF7	SRSF7	chr2a	+	72990336	72998177	75.890717	234.933395	249.213821
GALM	GALM	chr2a	-	73007716	73088390	0.000000	0.000000	0.000000
CYP1B1	CYP1B1	chr2a	+	73651275	73688384	3.771739	11.676098	12.385829
FAM98A	FAM98A	chr2a	+	78382410	78401253	13.494274	41.773960	44.313187
RASGRP3	RASGRP3	chr2a	-	78423148	78557208	8.748778	27.083422	28.729683
TTC27	TTC27	chr2a	-	79178199	79380961	21.055332	65.180580	69.142570
